new id	Chromosome	Start	End	strand
875	chr9	136997200	136997800	1
876	chr9	137207800	137208600	1
877	chr10	11745600	11746200	1
878	chr10	69633400	69634600	1
879	chr10	70473800	70474800	1
880	chr10	104523800	104525400	1
881	chr10	126430200	126430400	1
882	chr10	130353800	130354400	1
883	chr11	1864000	1865200	1
884	chr11	34007400	34007800	1
885	chr11	44634600	44637800	1
886	chr11	64054200	64055800	1
887	chr11	67779600	67782600	1
888	chr11	75100600	75101600	1
889	chr11	76146400	76146800	1
890	chr11	76364800	76365200	1
891	chr12	2950200	2951200	1
892	chr12	54399600	54400000	1
893	chr12	70447200	70447600	1
894	chr12	99139400	99139800	1
895	chr12	109089800	109090600	1
896	chr12	116697800	116698000	1
897	chr12	119992600	119992800	1
898	chr12	124912600	124913400	1
899	chr12	131479200	131480200	1
900	chr12	132335800	132336200	1
901	chr12	132369400	132369600	1
902	chr12	133177800	133178200	1
903	chr13	60275200	60275800	1
904	chr14	21738600	21738800	1
905	chr14	74100600	74101200	1
906	chr15	62344600	62344800	1
907	chr15	72806200	72806600	1
908	chr15	75882800	75883000	1
909	chr15	96514200	96515200	1
910	chr16	124200	125600	1
911	chr16	297000	297400	1
912	chr16	569000	569200	1
913	chr16	5257000	5257400	1
914	chr16	17965400	17965800	1
915	chr16	19143800	19144800	1
916	chr16	26909000	26909600	1
917	chr16	29303200	29305000	1
918	chr16	56409400	56410400	1
919	chr16	74455200	74455600	1
920	chr16	81222800	81223400	1
921	chr17	1496000	1496400	1
922	chr17	27231000	27232200	1
923	chr17	40108600	40109400	1
924	chr17	41958600	41959000	1
925	chr17	42848600	42849400	1
926	chr17	44812000	44812400	1
927	chr17	48869400	48869800	1
928	chr17	48877000	48877400	1
929	chr17	75321000	75321600	1
930	chr17	75434600	75435400	1
931	chr17	80086200	80086600	1
932	chr17	80650400	80650600	1
933	chr18	44698200	44700000	1
934	chr18	67627000	67627400	1
935	chr19	6093000	6093200	1
936	chr19	10347400	10347600	1
937	chr19	10446800	10447400	1
938	chr19	10861000	10861600	1
939	chr19	12682000	12682400	1
940	chr19	14218400	14218800	1
941	chr19	14429600	14430200	1
942	chr19	14889800	14892400	1
943	chr19	18503800	18504200	1
944	chr19	40932800	40934000	1
945	chr19	45096200	45097200	1
946	chr19	47265200	47266000	1
947	chr19	47530200	47531400	1
948	chr19	47812800	47813400	1
949	chr19	49078400	49078600	1
950	chr19	50839200	50840600	1
951	chr19	56655600	56656600	1
952	chr20	2645800	2646000	1
953	chr20	31270000	31270800	1
954	chr20	32380600	32382200	1
955	chr20	34496400	34499400	1
956	chr20	36971000	36972200	1
957	chr20	43952200	43952600	1
958	chr20	48658000	48658200	1
959	chr20	61398400	61398600	1
960	chr22	30634600	30635000	1
961	chr22	31579400	31580400	1
962	chr22	32061200	32061800	1
963	chr22	39184000	39184800	1
964	chr22	39686600	39687400	1
965	chr22	40002600	40003000	1
966	chr22	40308800	40310400	1
967	chr22	40323800	40326000	1
968	chr22	48486200	48486400	1
969	chr22	50098800	50099400	1
970	chr2	103007000	103008600	1
971	chr20	33701400	33702200	1
972	chr7	100824200	100825600	0
973	chr1	150506400	150507000	0
974	chr19	18341800	18342400	0
975	chr6	37142600	37146200	0
976	chr20	46030600	46031000	0
977	chr19	1484800	1485200	0
978	chr6	21387200	21387600	0
979	chr21	45135800	45137000	0
980	chr16	2018200	2019000	0
981	chr16	29666000	29667000	0
982	chr19	2091400	2091600	0
983	chr19	46518000	46519600	0
984	chr2	232526600	232527400	0
985	chr4	124468600	124469200	0
986	chr20	52250400	52251800	0
987	chr2	222436400	222437000	0
988	chr1	228377600	228378400	0
989	chr7	157130200	157132400	0
990	chr18	46418800	46420600	0
991	chr5	130719600	130720600	0
992	chr1	2472000	2472400	0
993	chr22	43739800	43740200	0
994	chr11	2214000	2214800	0
995	chr12	132332000	132333600	0
996	chr19	48612800	48613600	0
997	chr19	12957400	12957800	0
998	chr8	10548000	10549200	0
999	chr10	72327200	72327600	0
1000	chr19	56832600	56834200	0
1001	chr1	12586200	12587000	0
1002	chr1	21577200	21577400	0
1003	chr1	243266400	243267000	0
1004	chr2	55326400	55328200	0
1005	chr5	173205600	173206400	0
1006	chr5	173278600	173279000	0
1007	chr5	180241600	180242000	0
1008	chr5	180542000	180542800	0
1009	chr6	2733400	2734200	0
1010	chr8	124935600	124936800	0
1011	chr9	35922200	35923200	0
1012	chr9	137297000	137297600	0
1013	chr10	100670400	100671600	0
1014	chr11	126244000	126244400	0
1015	chr11	129907600	129908200	0
1016	chr12	50704200	50705000	0
1017	chr12	117034800	117035800	0
1018	chr12	131464400	131464800	0
1019	chr14	103519800	103520000	0
1020	chr15	41091000	41091400	0
1021	chr16	85641200	85641800	0
1022	chr17	58675600	58676200	0
1023	chr17	66012600	66012800	0
1024	chr17	73451000	73451600	0
1025	chr17	74372000	74372800	0
1026	chr19	6512800	6514000	0
1027	chr19	8488000	8488600	0
1028	chr19	29050000	29050800	0
1029	chr19	50268600	50269800	0
1030	chr20	17976200	17976600	0
1031	chr20	33494600	33495200	0
1032	chr17	1927000	1927400	0
1033	chr22	16097600	16098000	0
1034	chr1	54879000	54881000	0
1035	chr1	3598600	3598800	0
1036	chr3	45611800	45612200	0
1037	chr7	73866200	73867000	0
1038	chr11	14435200	14436000	0
1039	chr15	42915000	42915400	0
1040	chr22	27065600	27065800	0
1041	chr13	111145400	111146400	0
1042	chr15	96469600	96471800	0
1043	chr19	56090000	56091000	0
1044	chr20	61412000	61412600	0
1045	chr22	25122000	25122800	0
1046	chr4	1035200	1035600	0
1047	chr6	28919400	28919800	0
1048	chr9	132370400	132371600	0
1049	chr16	22057800	22059000	0
1050	chr16	70448000	70449600	0
1051	chr17	8127800	8128600	0
1052	chr17	38406400	38407800	0
1053	chr5	25073000	25073400	0
1054	chr6	32053400	32056200	0
1055	chr7	948200	948600	0
1056	chr19	6607600	6609200	0
1057	chr20	45829400	45830200	0
1058	chr22	40047000	40047400	0
1059	chr2	10198800	10201200	0
1060	chr6	3288200	3289200	0
1061	chr10	35695000	35697400	0
1062	chr11	3532600	3537600	0
1063	chr16	88632400	88633000	0
1064	chr17	17508800	17509400	0
1065	chr19	4988000	4989200	0
1066	chr19	7505000	7505600	0
1067	chr20	61047000	61047400	0
1068	chr22	42344800	42345400	0
1069	chr7	100045800	100046200	0
1070	chr9	238200	238800	0
1071	chr1	2157200	2157600	0
1072	chr1	6410400	6411600	0
1073	chr1	33608000	33608400	0
1074	chr1	118181600	118182600	0
1075	chr1	228074200	228074400	0
1076	chr2	74358600	74359800	0
1077	chr3	15417200	15417600	0
1078	chr3	183970400	183970600	0
1079	chr4	1777200	1778800	0
1080	chr4	123684400	123685200	0
1081	chr5	10735800	10736800	0
1082	chr5	141389800	141390400	0
1083	chr8	10529600	10530600	0
1084	chr8	141431000	141431400	0
1085	chr9	80514000	80514400	0
1086	chr11	745200	745400	0
1087	chr11	61783400	61784200	0
1088	chr12	116889400	116889800	0
1089	chr12	117496800	117498000	0
1090	chr13	113871000	113871400	0
1091	chr15	23700000	23700800	0
1092	chr16	215400	215600	0
1093	chr16	30788800	30790600	0
1094	chr16	88465200	88466000	0
1095	chr17	43571600	43572400	0
1096	chr18	9701600	9702000	0
1097	chr19	6358600	6358800	0
1098	chr19	13084000	13085000	0
1099	chr19	14448200	14448800	0
1100	chr19	48995200	48995600	0
1101	chr20	47403400	47404400	0
1102	chr22	50746800	50747400	0
1103	chr17	1492000	1493200	0
1104	chr1	39185200	39185800	0
1105	chr7	5005800	5006200	0
1106	chr9	5499800	5500200	0
1107	chr15	29219600	29220800	0
1108	chr15	64114600	64118600	0
1109	chr1	156676600	156676800	0
1110	chr12	122688800	122689200	0
1111	chr19	3480800	3481200	0
1112	chr7	2288400	2289400	0
1113	chr8	130564200	130565200	0
1114	chr12	123419600	123420000	0
1115	chr14	105629200	105632800	0
1116	chr16	667000	667400	0
1117	chr19	2028400	2028600	0
1118	chr19	5432800	5433800	0
1119	chr19	39019000	39019600	0
1120	chr19	42425400	42426200	0
1121	chr16	85436200	85437200	0
1122	chr19	17976000	17977200	0
1123	chr20	36743200	36743800	0
1124	chr20	46043000	46043600	0
1125	chr22	31690800	31691400	0
1126	chr5	8011800	8012400	0
1127	chr5	56507000	56507800	0
1128	chr12	132121600	132124000	0
1129	chr17	79620400	79621000	0
1130	chr18	7574600	7575000	0
1131	chr19	3586600	3587400	0
1132	chr1	12208200	12209200	0
1133	chr1	44300000	44301600	0
1134	chr16	29710400	29712400	0
1135	chr16	85723400	85724000	0
1136	chr19	3812200	3813000	0
1137	chr19	4610400	4610800	0
1138	chr19	49334000	49335200	0
1139	chr2	317600	317800	0
1140	chr16	88931600	88932400	0
1141	chr1	1001800	1003000	0
1142	chr19	1673200	1673800	0
1143	chr4	48740800	48741400	0
1144	chr7	158623200	158624800	0
1145	chr16	84514600	84516200	0
1146	chr7	157877400	157878000	0
1147	chr19	51012800	51013600	0
1148	chr1	156339000	156339400	0
1149	chr17	21671400	21672800	0
1150	chr9	276000	276200	0
1151	chr17	36187800	36188600	0
1152	chr19	1451400	1451800	0
1153	chr5	138718800	138720000	0
1154	chr17	49012600	49013800	0
1155	chr11	1051600	1052000	0
1156	chr2	100879200	100879600	0
1157	chr17	81055600	81056800	0
1158	chr22	38104600	38105400	0
1159	chr12	111046600	111047400	0
1160	chr17	80343200	80343800	0
1161	chr1	16067600	16068200	0
1162	chr16	89666600	89667800	0
1163	chr17	18881000	18882000	0
1164	chr19	49019600	49020400	0
1165	chr8	142443600	142444400	0
1166	chr2	241551400	241552200	0
1167	chr7	32804800	32805000	0
1168	chr3	130739000	130739400	0
1169	chr11	2482800	2483000	0
1170	chr12	226600	227200	0
1171	chr1	9622800	9623400	0
1172	chr5	172156600	172157000	0
1173	chr22	37377000	37378000	0
1174	chr19	38422600	38423400	0
1175	chr6	168091000	168091600	0
1176	chr22	18057000	18057200	0
1177	chr1	212187400	212188400	0
1178	chr17	62101400	62103600	0
1179	chr7	101934400	101934800	0
1180	chr18	12414200	12414800	0
1181	chr2	85749400	85750200	0
1182	chr5	139138800	139139400	0
1183	chr18	3643200	3643600	0
1184	chr9	4821400	4821800	0
1185	chr19	4732000	4732600	0
1186	chr20	62171400	62172400	0
1187	chr11	61524600	61526800	0
1188	chr12	132362200	132362600	0
1189	chr14	63936200	63936400	0
1190	chr16	4329600	4330000	0
1191	chr1	16018200	16018800	0
1192	chr1	25025600	25026600	0
1193	chr1	26092800	26093800	0
1194	chr1	30660800	30661200	0
1195	chr1	36983800	36985000	0
1196	chr1	39541000	39541800	0
1197	chr1	68381800	68382000	0
1198	chr1	109980400	109981200	0
1199	chr1	156867000	156868200	0
1200	chr1	156880800	156881800	0
1201	chr1	228525800	228526800	0
1202	chr2	10457800	10459200	0
1203	chr2	63651600	63652200	0
1204	chr2	98355800	98356800	0
1205	chr2	120764600	120765000	0
1206	chr2	121004000	121004600	0
1207	chr2	241674200	241674800	0
1208	chr3	12727000	12727400	0
1209	chr3	12797000	12797200	0
1210	chr3	19896400	19896800	0
1211	chr3	142962600	142963000	0
1212	chr5	43518600	43519000	0
1213	chr5	139536600	139537400	0
1214	chr5	176983600	176983800	0
1215	chr6	34164800	34165400	0
1216	chr6	35017600	35018000	0
1217	chr6	44171600	44172600	0
1218	chr6	76315200	76316200	0
1219	chr6	168261200	168261800	0
1220	chr7	2450200	2450600	0
1221	chr7	2614800	2615200	0
1222	chr7	30933400	30934800	0
1223	chr7	32586200	32586600	0
1224	chr7	106319400	106320400	0
1225	chr8	106601800	106602400	0
1226	chr9	35940400	35940800	0
1227	chr9	101854000	101854600	0
1228	chr9	110438400	110438600	0
1229	chr9	130414000	130415400	0
1230	chr10	70600800	70601000	0
1231	chr10	71067200	71067800	0
1232	chr10	95631000	95631600	0
1233	chr10	126599200	126599600	0
1234	chr11	64766600	64767200	0
1235	chr11	70588800	70589400	0
1236	chr11	72465400	72467000	0
1237	chr11	77740000	77740400	0
1238	chr12	31902000	31902800	0
1239	chr12	116624800	116625200	0
1240	chr12	127646600	127647200	0
1241	chr12	131930800	131931200	0
1242	chr12	132131000	132131400	0
1243	chr14	21785000	21785600	0
1244	chr14	52327200	52327600	0
1245	chr15	60772600	60773000	0
1246	chr15	66661800	66662000	0
1247	chr15	72995200	72995600	0
1248	chr15	77789000	77789600	0
1249	chr16	816400	817000	0
1250	chr16	3068000	3068800	0
1251	chr16	29964400	29964600	0
1252	chr16	75486800	75487200	0
1253	chr16	85408800	85410800	0
1254	chr16	87993000	87993400	0
1255	chr17	2026200	2027800	0
1256	chr17	17508400	17508800	0
1257	chr17	26578400	26578800	0
1258	chr17	39952000	39952600	0
1259	chr17	57370600	57371000	0
1260	chr17	76243600	76243800	0
1261	chr17	76244600	76246800	0
1262	chr17	80869000	80869600	0
1263	chr18	823400	823800	0
1264	chr18	2830800	2831800	0
1265	chr18	3055800	3056600	0
1266	chr18	46354400	46356400	0
1267	chr19	3855400	3855800	0
1268	chr19	4987200	4988000	0
1269	chr19	6402200	6403000	0
1270	chr19	9737000	9737200	0
1271	chr19	11268800	11269200	0
1272	chr19	13091800	13092200	0
1273	chr19	30111800	30112400	0
1274	chr19	41092400	41092800	0
1275	chr19	41400200	41400600	0
1276	chr19	43951800	43952600	0
1277	chr19	48918600	48919200	0
1278	chr20	57189400	57189800	0
1279	chr20	61272400	61272800	0
1280	chr21	45258800	45259200	0
1281	chr22	36302600	36302800	0
1282	chr22	39892000	39892800	0
1283	chr1	29459000	29459600	0
1284	chr2	42280800	42281400	0
1285	chr2	240152000	240152400	0
1286	chr4	95818200	95818600	0
1287	chr6	154760000	154760200	0
1288	chr6	159165400	159166000	0
1289	chr7	12687800	12688400	0
1290	chr8	11872000	11872400	0
1291	chr11	63276000	63276400	0
1292	chr19	28887200	28887600	0
1293	chr1	1120600	1121400	0
1294	chr1	1927600	1928000	0
1295	chr1	5996800	5998400	0
1296	chr1	6329800	6330400	0
1297	chr1	10594400	10595000	0
1298	chr1	16125400	16126400	0
1299	chr1	22133000	22134000	0
1300	chr1	23598400	23598800	0
1301	chr1	39210000	39212000	0
1302	chr1	41020200	41020800	0
1303	chr1	51178800	51179800	0
1304	chr1	56975200	56975600	0
1305	chr1	147319600	147320000	0
1306	chr1	156033200	156034000	0
1307	chr1	206660600	206660800	0
1308	chr1	220137000	220138400	0
1309	chr1	223442600	223443000	0
1310	chr1	228659200	228661000	0
1311	chr1	246232000	246232200	0
1312	chr2	8726800	8727400	0
1313	chr2	19986800	19987400	0
1314	chr2	33358800	33359200	0
1315	chr2	58349600	58350200	0
1316	chr2	63189000	63189400	0
1317	chr2	146447800	146448200	0
1318	chr3	14291000	14291600	0
1319	chr3	50412000	50412200	0
1320	chr3	129063600	129063800	0
1321	chr3	170468600	170470600	0
1322	chr3	186426800	186427200	0
1323	chr3	194836600	194837600	0
1324	chr3	195858000	195858400	0
1325	chr4	1352200	1353000	0
1326	chr4	1869400	1869800	0
1327	chr4	56595600	56597600	0
1328	chr4	74364000	74364400	0
1329	chr4	153945000	153945400	0
1330	chr5	1076400	1077000	0
1331	chr5	10536600	10537000	0
1332	chr5	12614400	12616800	0
1333	chr5	32218000	32218400	0
1334	chr5	42983200	42984800	0
1335	chr5	139142200	139144400	0
1336	chr5	140736400	140737200	0
1337	chr5	148747600	148748200	0
1338	chr5	148772200	148772800	0
1339	chr5	172446000	172446800	0
1340	chr5	173173400	173173600	0
1341	chr5	176551800	176552400	0
1342	chr6	4922800	4924200	0
1343	chr6	6929000	6929400	0
1344	chr6	14666000	14666600	0
1345	chr6	15901200	15902400	0
1346	chr6	15904600	15905400	0
1347	chr6	27642800	27643200	0
1348	chr6	32167600	32168200	0
1349	chr6	35674800	35675800	0
1350	chr6	42151600	42152000	0
1351	chr7	384000	384400	0
1352	chr7	7087200	7088200	0
1353	chr7	32886000	32886600	0
1354	chr7	39277600	39277800	0
1355	chr7	76235400	76235800	0
1356	chr7	97072200	97072600	0
1357	chr7	129865200	129866000	0
1358	chr7	139842600	139843000	0
1359	chr8	2645800	2646400	0
1360	chr8	11207600	11209000	0
1361	chr8	22743600	22744800	0
1362	chr8	23363200	23363400	0
1363	chr8	42623600	42624200	0
1364	chr8	103823000	103823800	0
1365	chr8	125451800	125452600	0
1366	chr8	142302000	142302200	0
1367	chr8	144017600	144018200	0
1368	chr9	259800	260400	0
1369	chr9	5499600	5499800	0
1370	chr9	96572200	96574000	0
1371	chr9	126025400	126026200	0
1372	chr9	130904800	130905800	0
1373	chr9	132209200	132209800	0
1374	chr9	132227400	132228200	0
1375	chr9	132719200	132719800	0
1376	chr9	136997200	136997800	0
1377	chr9	137207800	137208600	0
1378	chr10	11745600	11746200	0
1379	chr10	69633400	69634600	0
1380	chr10	70473800	70474800	0
1381	chr10	104523800	104525400	0
1382	chr10	126430200	126430400	0
1383	chr10	130353800	130354400	0
1384	chr11	1864000	1865200	0
1385	chr11	34007400	34007800	0
1386	chr11	44634600	44637800	0
1387	chr11	64054200	64055800	0
1388	chr11	67779600	67782600	0
1389	chr11	75100600	75101600	0
1390	chr11	76146400	76146800	0
1391	chr11	76364800	76365200	0
1392	chr12	2950200	2951200	0
1393	chr12	54399600	54400000	0
1394	chr12	70447200	70447600	0
1395	chr12	99139400	99139800	0
1396	chr12	109089800	109090600	0
1397	chr12	116697800	116698000	0
1398	chr12	119992600	119992800	0
1399	chr12	124912600	124913400	0
1400	chr12	131479200	131480200	0
1401	chr12	132335800	132336200	0
1402	chr12	132369400	132369600	0
1403	chr12	133177800	133178200	0
1404	chr13	60275200	60275800	0
1405	chr14	21738600	21738800	0
1406	chr14	74100600	74101200	0
1407	chr15	62344600	62344800	0
1408	chr15	72806200	72806600	0
1409	chr15	75882800	75883000	0
1410	chr15	96514200	96515200	0
1411	chr16	124200	125600	0
1412	chr16	297000	297400	0
1413	chr16	569000	569200	0
1414	chr16	5257000	5257400	0
1415	chr16	17965400	17965800	0
1416	chr16	19143800	19144800	0
1417	chr16	26909000	26909600	0
1418	chr16	29303200	29305000	0
1419	chr16	56409400	56410400	0
1420	chr16	74455200	74455600	0
1421	chr16	81222800	81223400	0
1422	chr17	1496000	1496400	0
1423	chr17	27231000	27232200	0
1424	chr17	40108600	40109400	0
1425	chr17	41958600	41959000	0
1426	chr17	42848600	42849400	0
1427	chr17	44812000	44812400	0
1428	chr17	48869400	48869800	0
1429	chr17	48877000	48877400	0
1430	chr17	75321000	75321600	0
1431	chr17	75434600	75435400	0
1432	chr17	80086200	80086600	0
1433	chr17	80650400	80650600	0
1434	chr18	44698200	44700000	0
1435	chr18	67627000	67627400	0
1436	chr19	6093000	6093200	0
1437	chr19	10347400	10347600	0
1438	chr19	10446800	10447400	0
1439	chr19	10861000	10861600	0
1440	chr19	12682000	12682400	0
1441	chr19	14218400	14218800	0
1442	chr19	14429600	14430200	0
1443	chr19	14889800	14892400	0
1444	chr19	18503800	18504200	0
1445	chr19	40932800	40934000	0
1446	chr19	45096200	45097200	0
1447	chr19	47265200	47266000	0
1448	chr19	47530200	47531400	0
1449	chr19	47812800	47813400	0
1450	chr19	49078400	49078600	0
1451	chr19	50839200	50840600	0
1452	chr19	56655600	56656600	0
1453	chr20	2645800	2646000	0
1454	chr20	31270000	31270800	0
1455	chr20	32380600	32382200	0
1456	chr20	34496400	34499400	0
1457	chr20	36971000	36972200	0
1458	chr20	43952200	43952600	0
1459	chr20	48658000	48658200	0
1460	chr20	61398400	61398600	0
1461	chr22	30634600	30635000	0
1462	chr22	31579400	31580400	0
1463	chr22	32061200	32061800	0
1464	chr22	39184000	39184800	0
1465	chr22	39686600	39687400	0
1466	chr22	40002600	40003000	0
1467	chr22	40308800	40310400	0
1468	chr22	40323800	40326000	0
1469	chr22	48486200	48486400	0
1470	chr22	50098800	50099400	0
1471	chr2	103007000	103008600	0
1472	chr20	33701400	33702200	0
