id	Chromosome	Start	End	symbol	entrezID	mean.mean.MLP	mean.mean.MPP	Difference	mean.mean.diff	mean.mean.quot.log2	comb.p.val	comb.p.adj.fdr	combinedRank	num.sites	mean.num.na.MLP	mean.num.na.MPP	mean.mean.covg.MLP	mean.mean.covg.MPP	mean.nsamples.covg.thres5.MLP	mean.nsamples.covg.thres5.MPP
ENSG00000260338	chr16	5665698	5667697	NA	101926950	1	0.5	0.5	0.5	3.329105741	8.37E-19	1.20E-16	553	2	0.5	1.5	2.833333333	0.5	1	0
ENSG00000265408	chr16	66975115	66977114	NA	NA	1	0.5	0.5	0.5	3.329105741	8.60E-19	1.21E-16	553	2	0.5	2	1.333333333	0.666666667	0	0
ENSG00000271129	chr16	69060047	69062046	NA	NA	1	0.5	0.5	0.5	3.329105741	1.21E-18	1.57E-16	553	2	0.5	1.5	1.666666667	0.666666667	0	0
ENSG00000070729	chr16	58004521	58006520	CNGB1	1258	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	0.666666667	0.666666667	0	0
ENSG00000172236	chr16	1289197	1291196	TPSAB1	7177	0.75	0.25	0.5	0.5	3.329105741	3.82E-10	1.66E-08	630	2	1	1.5	0.833333333	0.5	0	0
ENSG00000198106	chr16	29261329	29263328	SNX29P2	440352	1	0.5	0.5	0.5	3.329105741	3.82E-10	1.66E-08	630	2	1.5	2	0.833333333	0.333333333	0	0
ENSG00000221405	chr15	32893988	32895987	NA	NA	1	0.5	0.5	0.5	3.329105741	1.21E-18	1.57E-16	553	2	0.5	1.5	1.5	0.666666667	0	0
ENSG00000104043	chr15	50474515	50476514	ATP8B4	79895	1	0.5	0.5	0.5	3.329105741	1.21E-18	1.57E-16	553	2	0.5	1.5	3	0.833333333	0.5	0
ENSG00000202188	chr15	25470756	25472755	SNORD115-31	100033805	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1.666666667	0.666666667	0	0
ENSG00000264600	chr15	64692172	64694171	RN7SL595P	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	3	0.666666667	1	0
ENSG00000259617	chr15	41289972	41291971	NA	NA	1	0.5	0.5	0.5	3.329105741	2.11E-10	1.05E-08	561	2	0.5	1.5	2.333333333	0.5	0.5	0
ENSG00000258497	chr14	101722169	101724168	NA	NA	0.5	0	0.5	1	6.658211483	7.27E-33	2.98E-30	31	2	0	2.5	3.666666667	0.333333333	1	0
ENSG00000211865	chr14	22987447	22989446	TRAJ24	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	1.666666667	0.666666667	0	0
ENSG00000211866	chr14	22987894	22989893	TRAJ23	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	1.666666667	0.666666667	0	0
ENSG00000100918	chr14	24639562	24641561	REC8	9985	1	0.5	0.5	0.5	3.329105741	8.60E-19	1.21E-16	553	2	1	1.5	1.166666667	1.166666667	0	0
ENSG00000271386	chr13	78858473	78860472	SRGNP1	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1.666666667	0.666666667	0	0
ENSG00000120686	chr13	38922486	38924485	UFM1	51569	1	0.5	0.5	0.5	3.329105741	1.43E-11	7.69E-10	553	2	1.5	1.5	0.666666667	0.5	0	0
ENSG00000222481	chr12	29273316	29275315	NA	NA	1	0.5	0.5	0.5	0.985786141	2.65E-33	2.98E-30	1945	1	1	1	1	1.333333333	0	0
ENSG00000257053	chr12	121585313	121587312	NA	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	3	0.666666667	1	0
ENSG00000165714	chr12	12508513	12510512	LOH12CR1	118426	1	0.5	0.5	0.5	3.329105741	8.60E-19	1.21E-16	553	2	0.5	2	2	0.5	0.5	0
ENSG00000255996	chr12	5141608	5143607	NA	NA	1	0.5	0.5	0.5	3.329105741	9.89E-19	1.34E-16	553	2	0	2	2.333333333	0.833333333	0	0
ENSG00000270061	chr12	124454392	124456391	NA	NA	1	0.5	0.5	0.5	3.329105741	1.02E-18	1.38E-16	553	2	0.5	0.5	3.166666667	2	0.5	0.5
ENSG00000214826	chr12	9600326	9602325	DDX12P	440081	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	3	1.333333333	2.666666667	0.666666667	0.222222222	0	0
ENSG00000257210	chr12	93517820	93519819	NACAP3	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1.333333333	1.333333333	0	0
ENSG00000166860	chr12	57399731	57401730	ZBTB39	9880	1	0.5	0.5	0.5	3.329105741	2.73E-10	1.29E-08	586	3	1.333333333	2.333333333	0.777777778	0.222222222	0	0
ENSG00000052850	chr11	44331217	44333216	ALX4	60529	1	0.5	0.5	0.5	3.329105741	8.19E-36	1.76E-32	553	2	0	0	2.333333333	2	0	0
ENSG00000220204	chr11	34425997	34427996	NA	NA	1	0.5	0.5	0.5	0.985786141	2.65E-33	2.98E-30	1945	1	1	1	1.333333333	1.333333333	0	0
ENSG00000182334	chr11	7847020	7849019	OR5P3	120066	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	1.666666667	0.666666667	0	0
ENSG00000156738	chr11	60221725	60223724	MS4A1	931	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	3.333333333	0.666666667	0	0
ENSG00000204381	chr11	111409505	111411504	LAYN	143903	1	0.5	0.5	0.5	3.329105741	9.89E-19	1.34E-16	553	3	0.333333333	2.333333333	1.555555556	0.222222222	0	0
ENSG00000230851	chr11	3612346	3614345	NA	NA	0.75	0.25	0.5	0.5	3.329105741	9.11E-11	4.71E-09	553	4	1.25	2	1.083333333	0.416666667	0	0
ENSG00000246820	chr11	8189214	8191213	NA	NA	1	0.5	0.5	0.5	3.329105741	3.82E-10	1.66E-08	630	2	1.5	2	0.666666667	0.333333333	0	0
ENSG00000222071	chr10	21785071	21787070	MIR1915	100302129	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	2	0.5	2.5	1.5	0.333333333	0	0
ENSG00000244332	chr10	96335696	96337695	NA	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	2	0.666666667	0	0
ENSG00000230224	chr10	102006528	102008527	PHBP9	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	1.666666667	0.666666667	0	0
ENSG00000183675	chr10	48827467	48829466	PTPN20B	26095;653129;101930271	1	0.5	0.5	0.5	3.329105741	1.21E-18	1.57E-16	553	2	0	1	2.166666667	1	0	0
ENSG00000122367	chr10	88426706	88428705	LDB3	11155	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1	0.666666667	0	0
ENSG00000214435	chr10	104627773	104629772	AS3MT	57412	1	0.5	0.5	0.5	3.329105741	2.11E-10	1.05E-08	561	2	0.5	1.5	1.666666667	0.833333333	0	0
ENSG00000162438	chr1	15763435	15765434	CTRC	11330	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	2.666666667	0.666666667	0	0
ENSG00000259832	chr1	47433047	47435046	CYP4A26P	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	2	0.5	2.5	1.333333333	0.333333333	0	0
ENSG00000224481	chr1	147799624	147801623	NA	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	1.333333333	0.666666667	0	0
ENSG00000143595	chr1	154292066	154294065	AQP10	89872	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	2.333333333	1.333333333	0	0
ENSG00000173110	chr1	161492536	161494535	HSPA6	3310	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	1.333333333	0.666666667	0	0
ENSG00000159214	chr1	44455531	44457530	CCDC24	149473	1	0.5	0.5	0.5	3.329105741	5.61E-28	1.29E-25	553	2	1	1	2.166666667	0.666666667	0.5	0
ENSG00000237469	chr1	227682344	227684343	TUBB8P10	NA	1	0.5	0.5	0.5	3.329105741	6.66E-19	1.03E-16	553	2	0	1.5	2.666666667	0.5	0.5	0
ENSG00000272691	chr1	86043926	86045925	NA	NA	1	0.5	0.5	0.5	3.329105741	1.21E-18	1.57E-16	553	2	0.5	1.5	1.333333333	0.833333333	0	0
ENSG00000162592	chr1	3667462	3669461	CCDC27	148870	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	0.666666667	0.666666667	0	0
ENSG00000097046	chr1	91964908	91966907	CDC7	8317	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	0.666666667	0.666666667	0	0
ENSG00000227585	chr1	221723486	221725485	NA	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	2	0.666666667	0	0
ENSG00000234116	chr1	243170271	243172270	NA	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	2	0.666666667	0	0
ENSG00000142871	chr1	86044944	86046943	CYR61	3491	1	0.5	0.5	0.5	2.547999208	2.66E-13	1.69E-11	860	3	0.333333333	1.333333333	1.777777778	0.777777778	0	0
ENSG00000197701	chr4	51679	53678	ZNF595	NA	0.986111111	0.5	0.486111111	0.483333333	2.835595239	5.84E-09	2.34E-07	1088	8	1.625	1.875	0.708333333	0.541666667	0	0
ENSG00000179431	chr11	35638235	35640234	FJX1	24147	1	0.520833333	0.479166667	0.479166667	2.0786155	6.40E-20	1.20E-17	1091	4	0	1.5	2.583333333	0.833333333	0.25	0
ENSG00000152969	chr4	6201819	6203818	JAKMIP1	152789	1	0.525	0.475	0.475	0.918321351	2.55E-20	5.31E-18	2488	2	0.5	1.5	3	1.5	0.5	0.5
ENSG00000175287	chr9	131681674	131683673	PHYHD1	254295	0.75	0.283333333	0.466666667	0.466666667	2.483792579	1.68E-07	6.13E-06	1099	3	0.333333333	1.333333333	2.111111111	1.333333333	0.333333333	0.333333333
ENSG00000164175	chr5	33984336	33986335	SLC45A2	51151	0.962962963	0.5	0.462962963	0.5	3.329105741	3.82E-10	1.66E-08	630	3	0.333333333	1.666666667	1.777777778	1.111111111	0	0.333333333
ENSG00000010292	chr12	6601022	6603021	NCAPD2	9918	0.9625	0.5	0.4625	0.425	3.213132377	1.12E-10	5.79E-09	1182	4	0.5	2	1.833333333	0.333333333	0.25	0
ENSG00000145888	chr5	151303904	151305903	GLRA1	2741	0.958333333	0.5	0.458333333	0.458333333	3.266989286	3.03E-10	1.41E-08	1115	2	0.5	2	1.5	0.666666667	0	0
ENSG00000224356	chr13	101231872	101233871	NA	NA	0.833333333	0.375	0.458333333	0.458333333	3.245328693	6.03E-28	1.38E-25	1115	2	1	0.5	1.333333333	1.666666667	0	0
ENSG00000139726	chr12	123235821	123237820	DENR	8562	0.95	0.5	0.45	0.45	3.25389732	7.35E-19	1.08E-16	1126	2	0.5	1.5	1.5	0.5	0.5	0
ENSG00000264675	chr7	101934869	101936868	MIR4285	100422858	1	0.555555556	0.444444444	0.444444444	2.412016516	2.00E-13	1.30E-11	1147	3	0	1	2.555555556	1	0.666666667	0
ENSG00000138796	chr4	108909370	108911369	HADH	3033	0.944444444	0.5	0.444444444	0.444444444	3.245035445	6.83E-19	1.05E-16	1152	2	0.5	1	1.166666667	1.333333333	0	0
ENSG00000080511	chr19	10122425	10124424	RDH8	50700	0.944444444	0.5	0.444444444	0.444444444	3.245035445	1.59E-11	8.51E-10	1152	2	1	1.5	2	0.833333333	0	0
ENSG00000262885	chr16	34256210	34258209	NA	NA	0.944444444	0.5	0.444444444	0.444444444	2.461272405	3.38E-13	2.08E-11	1147	3	0	1	1.444444444	1	0	0
ENSG00000166405	chr11	8190103	8192102	RIC3	79608	0.944444444	0.5	0.444444444	0.444444444	3.245035445	2.19E-10	1.08E-08	1152	2	0.5	1	1.5	0.666666667	0	0
ENSG00000242636	chr19	7814070	7816069	RPL21P129	NA	0.5	0.0625	0.4375	0.4375	1.45166199	2.33E-10	1.14E-08	1502	2	1	1.5	2.166666667	1.166666667	0	0
ENSG00000110200	chr11	71823327	71825326	ANAPC15	25906	0.9375	0.5	0.4375	0.375	3.123963757	3.01E-10	1.41E-08	1317	4	1.25	2.5	1	0.166666667	0	0
ENSG00000121690	chr11	33035910	33037909	DEPDC7	91614	0.9375	0.5	0.4375	0.416666667	2.411237885	2.04E-07	7.32E-06	1197	4	1	1.5	1.166666667	0.833333333	0.25	0
ENSG00000126233	chr8	143823330	143825329	SLURP1	57152	1	0.571428571	0.428571429	0.428571429	0.796681421	1.99E-17	1.46E-15	2699	1	1	2	1	2.333333333	0	1
ENSG00000164091	chr3	52321537	52323536	WDR82	80335	0.925925926	0.5	0.425925926	0.444444444	3.245035445	2.56E-10	1.23E-08	1152	3	0.333333333	2	2.444444444	0.666666667	0	0
ENSG00000123297	chr12	58174872	58176871	TSFM	10102	0.546031746	0.125	0.421031746	0.421031746	3.436430615	0.000600108	0.01488587	1184	2	0	1	5	1	2	0
ENSG00000222468	chr8	31455221	31457220	RNA5SP261	NA	1	0.583333333	0.416666667	0.416666667	0.767440553	0.000789739	0.019331984	2761	1	1	1	2.666666667	1.666666667	1	0
ENSG00000112624	chr6	42748265	42750264	GLTSCR1L	23506	1	0.583333333	0.416666667	0.416666667	0.767440553	2.23E-05	0.000630453	2761	1	0	1	2	1.666666667	0	0
ENSG00000205634	chr22	48026819	48028818	LINC00898	400932	1	0.583333333	0.416666667	0.416666667	0.767440553	2.23E-05	0.000630453	2761	1	0	1	2.666666667	1.666666667	0	0
ENSG00000234107	chr21	33211153	33213152	TPT1P1	NA	1	0.583333333	0.416666667	0.416666667	0.767440553	0.000789739	0.019331984	2761	1	1	1	1.666666667	1.666666667	0	0
ENSG00000262001	chr18	3601498	3603497	DLGAP1-AS2	NA	0.666666667	0.25	0.416666667	0.25	0.49289307	1.22E-19	2.19E-17	3779	3	1	2	1.777777778	0.444444444	0.666666667	0
ENSG00000264548	chr17	80170603	80172602	NA	NA	0.916666667	0.5	0.416666667	0.416666667	2.411237885	2.04E-07	7.32E-06	1197	3	0.666666667	1.333333333	2	1	0	0.333333333
ENSG00000069431	chr12	22093837	22095836	ABCC9	10060	1	0.583333333	0.416666667	0.222222222	0.415322183	2.66E-07	9.31E-06	4323	4	1.5	1.25	0.75	0.75	0	0
ENSG00000143515	chr1	154296529	154298528	ATP8B2	57198	0.944444444	0.533333333	0.411111111	0.411111111	2.375168406	1.71E-25	3.67E-23	1251	3	0.333333333	2	2.222222222	0.888888889	0	0.333333333
ENSG00000221020	chr17	40549527	40551526	NA	NA	1	0.6	0.4	0.4	0.727474145	2.02E-17	1.47E-15	2823	1	1	2	1	1.666666667	0	1
