id,Chromosome,Start,End,mean.mean.HSC,mean.mean.MPP,Difference,mean.mean.diff,mean.mean.quot.log2,comb.p.val,comb.p.adj.fdr,combinedRank,num.sites,mean.num.na.HSC,mean.num.na.MPP,mean.mean.covg.HSC,mean.mean.covg.MPP,mean.nsamples.covg.thres5.HSC,mean.nsamples.covg.thres5.MPP
958200,chr17,36188200,36188600,0,0.625,-0.625,-0.625,-5.988684687,0.001719252,0.038188878,800,1,1,1,0.666666667,2,0,0
725748,chr11,111259200,111260400,0.333333333,1,-0.666666667,-0.666666667,-1.556673456,2.38607E-32,5.49829E-30,1078,1,2,0,1,1.666666667,0,0
554514,chr9,1910200,1910600,0,0.666666667,-0.666666667,-1,-6.658211483,8.22374E-18,5.35296E-16,158,3,2.666666667,1.666666667,0.111111111,0.555555556,0,0
6906,chr1,9628800,9629200,0.333333333,1,-0.666666667,-0.666666667,-1.556673456,1.61445E-17,9.63028E-16,1078,1,2,1,1,2,0,0
784730,chr12,111044800,111047200,0.333333333,1,-0.666666667,-0.666666667,-1.556673456,1.61445E-17,9.63028E-16,1078,1,2,1,1,1,0,0
1106163,chr22,42443000,42443800,0.333333333,1,-0.666666667,-0.666666667,-1.556673456,1.61445E-17,9.63028E-16,1078,1,2,1,1,1,0,0
1103372,chr22,39296800,39297200,0.25,0.916666667,-0.666666667,-0.666666667,-3.691908607,2.38623E-10,1.11004E-08,689,2,1.5,0.5,0.666666667,1.5,0,0
560505,chr9,21920000,21920400,0,0.666666667,-0.666666667,0,0,0.000530512,0.012132818,4170,3,2.333333333,2,0.333333333,0.333333333,0,0
378283,chr5,173172600,173173800,0,0.75,-0.75,-1,-6.658211483,8.22374E-18,5.35296E-16,158,2,2.5,1.5,0.166666667,0.833333333,0,0
784798,chr12,111108800,111109200,0,0.777777778,-0.777777778,-0.777777778,-6.239904164,5.26865E-19,6.78434E-17,409,2,1.5,0,0.5,1.5,0,0
989809,chr18,6406600,6406800,0,0.822222222,-0.822222222,-0.944444444,-6.574141187,1.02097E-10,4.87705E-09,372,4,2.5,1.25,0.166666667,1.666666667,0,0.5
553802,chr9,272200,272400,0,0.875,-0.875,-1,-6.658211483,6.44299E-33,1.65931E-30,18,4,2.75,0.75,0.083333333,0.833333333,0,0
18189,chr1,25465800,25466400,0,1,-1,-1,-6.658211483,1.73614E-48,6.17024E-45,3,1,1,0,0.666666667,2,0,0
93569,chr1,213796000,213797000,0,1,-1,-1,-6.658211483,1.73614E-48,6.17024E-45,3,1,1,0,0.666666667,1.333333333,0,0
545814,chr8,129120600,129121800,0,1,-1,-1,-6.658211483,1.73614E-48,6.17024E-45,3,1,1,0,0.666666667,1.666666667,0,0
2109,chr1,1107000,1108000,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2.666666667,0,0
12070,chr1,17767800,17768000,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1,0,0
15316,chr1,22194200,22194600,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1.333333333,0,0
17057,chr1,24258400,24259000,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2,0,0
19966,chr1,27576600,27577600,0,1,-1,-1,-6.658211483,1.14618E-33,1.65931E-30,7,1,1,1,1,1,0,0
112091,chr2,9932800,9933400,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1,0,0
170091,chr2,169448600,169450000,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2,0,0
183363,chr2,204553400,204555200,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1.666666667,0,0
213070,chr3,32497200,32497800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1.333333333,0,0
221611,chr3,48597400,48597800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2.333333333,0,0
271216,chr3,193721600,193722000,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2.333333333,0,0
278267,chr4,3303400,3304200,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2,0,0
325843,chr5,6203200,6203400,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2,0,0
345786,chr5,80484400,80485200,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,2,2.5,0.5,0.166666667,1.333333333,0,0
400679,chr6,32053600,32053800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,2,2.5,0,0.166666667,2.166666667,0,0
404896,chr6,37145000,37145800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1,0,0
418648,chr6,86116200,86116600,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2.666666667,0,1
445739,chr6,161657600,161657800,0,1,-1,-1,-6.658211483,1.14618E-33,1.65931E-30,7,1,1,1,1,2,0,0
451829,chr7,3079200,3079400,0,1,-1,-1,-6.658211483,1.14618E-33,1.65931E-30,7,1,1,1,0.666666667,2,0,0
451847,chr7,3106600,3107800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2,0,0
497652,chr7,139541800,139542200,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1,0,0
502616,chr7,151856800,151857800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1.666666667,0,0
506746,chr8,1424200,1424800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1,0,0
556314,chr9,5509800,5510400,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1,0,0
557291,chr9,6723800,6724400,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,2,2.5,1,0.166666667,0.833333333,0,0
560610,chr9,22105600,22106200,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,9,2.888888889,0.888888889,0.037037037,0.888888889,0,0
576782,chr9,98620800,98621600,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2.333333333,0,1
578674,chr9,101492400,101493200,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1.333333333,0,0
687139,chr11,9301200,9301400,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2,0,0
749538,chr12,12111000,12111200,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,2,2.5,0,0.166666667,1.833333333,0,0
775193,chr12,93367000,93367800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1.333333333,0,0
793644,chr12,125264200,125265200,0,1,-1,-1,-6.658211483,1.14618E-33,1.65931E-30,7,1,1,1,0.666666667,1,0,0
804230,chr13,33759400,33759800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2,0,0
881382,chr15,66661800,66662000,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.666666667,3,0,0
888600,chr15,77789200,77789400,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2,0,0
928076,chr16,71640800,71641000,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,3,0,0
952825,chr17,28884600,28884800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.666666667,2.333333333,0,0
979401,chr17,72270200,72271600,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2.666666667,0,1
1003183,chr18,46355400,46357200,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,2,2.5,1,0.166666667,1.166666667,0,0
1020769,chr19,10309400,10310000,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1.666666667,0,0
1029252,chr19,30112200,30113200,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,2,2.5,1,0.166666667,1,0,0
1041545,chr19,50352800,50353400,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2,0,0
1076430,chr20,61272600,61272800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2.333333333,0,1
1088234,chr21,46344400,46344800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1.333333333,0,0
1100487,chr22,35755400,35755600,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1.333333333,0,0
1100887,chr22,36302600,36302800,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,2.333333333,0,0
1107031,chr22,43330800,43332200,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,1,2,0,0.333333333,1,0,0
1108862,chr22,45686200,45689000,0,1,-1,-1,-6.658211483,6.44299E-33,1.65931E-30,18,3,2.666666667,0.333333333,0.111111111,1.666666667,0,0
51715,chr1,101912600,101916400,0,1,-1,-1,-6.658211483,5.63029E-21,8.47884E-19,95,1,1,2,0.666666667,1,0,0
237385,chr3,111418200,111418600,0,1,-1,-1,-6.658211483,5.63029E-21,8.47884E-19,95,1,1,2,1.333333333,0.333333333,0,0
707428,chr11,65879400,65880400,0,1,-1,-1,-6.658211483,5.63029E-21,8.47884E-19,95,2,2,2,0.333333333,0.333333333,0,0
915527,chr16,29699600,29699800,0,1,-1,-1,-6.658211483,5.63029E-21,8.47884E-19,95,1,1,2,0.666666667,0.666666667,0,0
29031,chr1,39975800,39976600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
67749,chr1,157493400,157494400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
70856,chr1,162199600,162200200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.666666667,1.666666667,0,0
111153,chr2,8726600,8727000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
119227,chr2,25719400,25720000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
136374,chr2,64327200,64327600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.666666667,0.666666667,0,0
171141,chr2,171369600,171370200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,2,2.5,1.5,0.166666667,0.5,0,0
203922,chr3,9684200,9684400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
224604,chr3,52744200,52745000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
237237,chr3,108778200,108778600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
239766,chr3,118501400,118502000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.333333333,0,0
277136,chr4,1869400,1869600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
324926,chr5,1133600,1135200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.666666667,0,0
326954,chr5,10536600,10537200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.333333333,0,0
344002,chr5,77517800,77518400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
350491,chr5,99886000,99886400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
380092,chr5,176551800,176552000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,2,2.5,1,0.166666667,1.166666667,0,0
380093,chr5,176552000,176553000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.666666667,0,0
391566,chr6,14071400,14071800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
392682,chr6,15904800,15905800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
397513,chr6,27643000,27643400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.333333333,0,0
405877,chr6,38519800,38520400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,2,0,0
407475,chr6,41408600,41410000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
436482,chr6,143027200,143027600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
462665,chr7,32886000,32886800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.333333333,0,0
469031,chr7,48338800,48339200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
475549,chr7,75949200,75949600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
483539,chr7,101616800,101617400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.666666667,0,0
486351,chr7,106767400,106767800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
498676,chr7,141258200,141258800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
530811,chr8,80635200,80636800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
533656,chr8,94763000,94763400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,2,0,0
538732,chr8,103823200,103823800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
551459,chr8,144109800,144110200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,2,0,0
556166,chr9,5278400,5278800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
556879,chr9,6185600,6186200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
559694,chr9,20597800,20598800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
560070,chr9,21141000,21141200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,2,2.5,1,0.166666667,1.833333333,0,0
560224,chr9,21379000,21379400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,2,2.5,1.5,0.166666667,0.5,0,0
561788,chr9,33136600,33137200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
592515,chr9,131965000,131965200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.666666667,0,0
593108,chr9,132718600,132719800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
632266,chr10,11148800,11149600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.333333333,0,0
633097,chr10,12119000,12119600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
633625,chr10,12783800,12785000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.666666667,0,0
661536,chr10,92751600,92753000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
676072,chr10,121154800,121155000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
678963,chr10,126429600,126430400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
706897,chr11,65209600,65211200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,3,2.666666667,0.333333333,0.111111111,2.111111111,0,0.333333333
718856,chr11,85862400,85863400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
770004,chr12,67877000,67878400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
777700,chr12,96799200,96801000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.666666667,0,0
786609,chr12,113526600,113526800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
801093,chr13,27796000,27797200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
825034,chr14,21738600,21739000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.666666667,0,0
826577,chr14,24071400,24071800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
857056,chr14,103068200,103068600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.333333333,0,0
877762,chr15,62344600,62345200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
882468,chr15,68345800,68346000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.333333333,0,0
898259,chr15,99564600,99564800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
899411,chr15,101699200,101701000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
904057,chr16,4578800,4579200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
909434,chr16,17038200,17038800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
910352,chr16,19144600,19145200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
931353,chr16,80923400,80923800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.666666667,0,0
933739,chr16,85139000,85139800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.666666667,1.666666667,0,0
935848,chr16,88077600,88078200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,2,2.5,0.5,0.166666667,1.5,0,0
936523,chr16,89059400,89060200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.666666667,0,0
945409,chr17,9941000,9941200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.666666667,0,0
949810,chr17,21066800,21067200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
956787,chr17,34304400,34305000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
960228,chr17,38645400,38646000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.666666667,0,0
963235,chr17,42325600,42326600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
964794,chr17,44215800,44216400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
977099,chr17,66220800,66221200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
979724,chr17,72631400,72632000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
991536,chr18,10481800,10482200,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,2,0,0
1004172,chr18,47860800,47861400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
1012456,chr18,77256000,77256800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
1020970,chr19,10526200,10526400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
1026843,chr19,18503800,18504600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
1034760,chr19,40933200,40933600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.333333333,0,0
1043479,chr19,53194800,53195000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
1054042,chr20,17860200,17860600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
1054152,chr20,17979400,17979800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1,0,0
1058975,chr20,31269800,31270600,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.333333333,0,0
1059730,chr20,32380800,32382000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
1086354,chr21,43831600,43832000,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,1.333333333,0,0
1086373,chr21,43847000,43847400,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,2,2.5,1.5,0.166666667,0.5,0,0
1099004,chr22,32187600,32187800,0,1,-1,-1,-6.658211483,8.22374E-18,5.35296E-16,158,1,2,1,0.333333333,0.666666667,0,0
