id	Chromosome	Start	End	strand
876	chr19	1849200	1849400	0
877	chr7	2759000	2760600	0
878	chr8	141629000	141630000	0
879	chr12	116708000	116710600	0
880	chr16	29767200	29768000	0
881	chr12	57814200	57815200	0
882	chr20	32561200	32561600	0
883	chr12	6895400	6895800	0
884	chr19	46239200	46239800	0
885	chr22	41003200	41003400	0
886	chr19	42765000	42766000	0
887	chr17	40111000	40111200	0
888	chr11	9572200	9572800	0
889	chr7	73769200	73769400	0
890	chr17	80061600	80062400	0
891	chr16	88633000	88634600	0
892	chr9	5826200	5826800	0
893	chr1	112204800	112205000	0
894	chr7	73866200	73867000	0
895	chr11	62447800	62448200	0
896	chr17	32256200	32257000	0
897	chr17	74273400	74273800	0
898	chr7	27153000	27153800	0
899	chr19	18518800	18519400	0
900	chr19	45342000	45342200	0
901	chr21	45225200	45226000	0
902	chr4	40311200	40311600	0
903	chr12	45731400	45733000	0
904	chr1	21967400	21967800	0
905	chr1	25009800	25010000	0
906	chr1	27690200	27691200	0
907	chr1	31625600	31626000	0
908	chr1	120409400	120409800	0
909	chr1	154283200	154284000	0
910	chr1	233733800	233734800	0
911	chr2	47213600	47214200	0
912	chr2	47618800	47619200	0
913	chr2	228367600	228368000	0
914	chr3	11681800	11682600	0
915	chr3	45143400	45144200	0
916	chr3	88083600	88084600	0
917	chr4	2074400	2075200	0
918	chr4	109028000	109028600	0
919	chr5	132585600	132585800	0
920	chr5	139785200	139785600	0
921	chr5	173170200	173172800	0
922	chr6	17713600	17716000	0
923	chr6	28512200	28512400	0
924	chr6	139688600	139689000	0
925	chr7	898200	898400	0
926	chr7	107724800	107725200	0
927	chr7	127738800	127740000	0
928	chr7	138810400	138811200	0
929	chr9	33239000	33239200	0
930	chr9	132170400	132171000	0
931	chr10	5379200	5379800	0
932	chr10	51524600	51525400	0
933	chr11	75231600	75232200	0
934	chr12	1711800	1712200	0
935	chr12	57373400	57373800	0
936	chr12	110704800	110705400	0
937	chr14	102528800	102529000	0
938	chr15	85542400	85543400	0
939	chr15	96758200	96758400	0
940	chr16	1120400	1121200	0
941	chr16	3892000	3894200	0
942	chr16	81514400	81517400	0
943	chr17	38479800	38481400	0
944	chr17	41920000	41920200	0
945	chr17	47528800	47529400	0
946	chr17	79488200	79488600	0
947	chr18	3026600	3028200	0
948	chr18	9285000	9285200	0
949	chr18	46069200	46070200	0
950	chr19	6112000	6112200	0
951	chr19	48860200	48860400	0
952	chr19	50252200	50252400	0
953	chr20	48669200	48670200	0
954	chr21	23357800	23358400	0
955	chr4	6690200	6691800	0
956	chr17	48617400	48617800	0
957	chr19	8097600	8099800	0
958	chr19	8109200	8109600	0
959	chr2	102397000	102397600	0
960	chr5	134462400	134464200	0
961	chr19	39693800	39695000	0
962	chr6	33464600	33465000	0
963	chr1	6325000	6325600	0
964	chr19	45932600	45934400	0
965	chr19	55974400	55977200	0
966	chr6	41974200	41975600	0
967	chr19	14048400	14049000	0
968	chr19	915000	915400	0
969	chr1	31560200	31561200	0
970	chr1	54895200	54895400	0
971	chr1	168440800	168441400	0
972	chr1	234968800	234970000	0
973	chr1	241888600	241889000	0
974	chr2	26685200	26686000	0
975	chr2	33242400	33243400	0
976	chr2	54806600	54807600	0
977	chr2	74617000	74618000	0
978	chr2	240736000	240736400	0
979	chr4	8310200	8311000	0
980	chr6	27712600	27713400	0
981	chr6	29521000	29521200	0
982	chr6	33173200	33173600	0
983	chr6	43967800	43968400	0
984	chr6	161939200	161939600	0
985	chr7	105036600	105037000	0
986	chr7	148640000	148640400	0
987	chr7	156482600	156483000	0
988	chr8	69016000	69016600	0
989	chr9	100724600	100727600	0
990	chr9	101004400	101004600	0
991	chr9	130904200	130904800	0
992	chr10	43913000	43914400	0
993	chr10	52302600	52303800	0
994	chr10	71218000	71218800	0
995	chr11	57211800	57212200	0
996	chr11	120215600	120216800	0
997	chr11	122626000	122626600	0
998	chr12	685800	686200	0
999	chr12	45625400	45626400	0
1000	chr12	47559600	47560200	0
1001	chr12	120911400	120912800	0
1002	chr12	122057600	122058600	0
1003	chr14	22987400	22989200	0
1004	chr16	31016800	31017200	0
1005	chr16	89674400	89675000	0
1006	chr17	32261400	32262000	0
1007	chr17	43202800	43203000	0
1008	chr17	72160200	72160400	0
1009	chr17	73068600	73069000	0
1010	chr18	12616400	12616600	0
1011	chr19	7472800	7474000	0
1012	chr19	46807000	46807400	0
1013	chr20	61372400	61372600	0
1014	chr22	39826000	39826400	0
1015	chr22	40398800	40399800	0
1016	chr1	206162400	206163000	0
1017	chr8	27208000	27209000	0
1018	chr19	47329200	47330200	0
1019	chr10	12131000	12131400	0
1020	chr7	2676600	2677000	0
1021	chr11	74405000	74405600	0
1022	chr15	101707000	101707800	0
1023	chr19	16426400	16427400	0
1024	chr16	84078600	84079600	0
1025	chr9	101734400	101735800	0
1026	chr3	194841200	194842200	0
1027	chr17	17832400	17834000	0
1028	chr19	18397800	18400600	0
1029	chr6	18035400	18035600	0
1030	chr6	41956000	41956600	0
1031	chr19	47780000	47780600	0
1032	chr7	101371200	101372200	0
1033	chr17	73545200	73545600	0
1034	chr3	142947000	142948400	0
1035	chr3	51994800	51995800	0
1036	chr16	67841600	67841800	0
1037	chr11	16610200	16610600	0
1038	chr16	27759200	27760000	0
1039	chr16	84557800	84558000	0
1040	chr2	28567600	28568400	0
1041	chr2	101539200	101540800	0
1042	chr1	26735000	26737200	0
1043	chr4	4032800	4035400	0
1044	chr1	32338800	32339000	0
1045	chr2	29062200	29062800	0
1046	chr2	74260600	74261200	0
1047	chr2	234246400	234247200	0
1048	chr6	44177800	44178200	0
1049	chr8	22069400	22070000	0
1050	chr10	74016800	74017400	0
1051	chr12	13034400	13035000	0
1052	chr16	68544000	68544600	0
1053	chr21	25184400	25185200	0
1054	chr9	127838000	127838800	0
1055	chr19	14480200	14480400	0
1056	chr13	114141600	114143400	0
