id,Chromosome,Start,End,mean.mean.MLP,mean.mean.MPP,Difference,mean.mean.diff,mean.mean.quot.log2,comb.p.val,comb.p.adj.fdr,combinedRank,num.sites,mean.num.na.MLP,mean.num.na.MPP,mean.mean.covg.MLP,mean.mean.covg.MPP,mean.nsamples.covg.thres5.MLP,mean.nsamples.covg.thres5.MPP
826711,chr14,24436000,24436400,0.916666667,0.5,0.416666667,0.416666667,3.199015537,9.55671E-19,9.26649E-17,987,2,0,2,3,0.5,0.5,0
662442,chr10,94299200,94299400,1,0.583333333,0.416666667,0.416666667,0.781812104,4.80644E-10,2.24175E-08,1850,2,1.5,1.5,0.666666667,0.833333333,0,0
556717,chr9,5851400,5852000,0.666666667,0.25,0.416666667,0.416666667,2.356165151,2.51559E-07,1.07779E-05,987,3,1,1.333333333,1,0.888888889,0,0
384601,chr6,1576000,1576400,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23209E-05,0.000847873,1882,1,0,1,3,1.666666667,1,0
653296,chr10,74016800,74017400,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23209E-05,0.000847873,1882,1,0,1,2.333333333,1.666666667,0,0
732873,chr11,120794600,120796000,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23209E-05,0.000847873,1882,1,0,1,2.333333333,2.333333333,0,0
123910,chr2,32926800,32927600,1,0.583333333,0.416666667,0.416666667,0.767440553,0.000789739,0.026215072,1882,1,1,1,0.666666667,1.666666667,0,0
756072,chr12,31357800,31358400,1,0.583333333,0.416666667,0.416666667,0.767440553,0.000789739,0.026215072,1882,1,1,1,2,2.333333333,0,0
273332,chr3,196183400,196184400,0.6,1,-0.4,-0.4,-0.727474145,0.00069052,0.023129902,1914,1,0,1,4.666666667,0.666666667,2,0
162642,chr2,137132400,137132800,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,0.000789739,0.026215072,1882,1,1,1,1.666666667,1,0,0
844056,chr14,73064400,73065600,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,0.000789739,0.026215072,1882,1,1,1,1.666666667,0.666666667,0,0
1090990,chr22,19096800,19097400,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,0.000789739,0.026215072,1882,1,1,1,1.666666667,1.333333333,0,0
788241,chr12,117111800,117112000,0,0.416666667,-0.416666667,-0.416666667,-5.415037499,2.23209E-05,0.000847873,1008,1,0,1,2,1.666666667,0,0
986966,chr17,80872800,80873400,0.308333333,0.75,-0.441666667,-0.441666667,-3.180505237,5.09007E-19,5.20969E-17,963,2,0,1.5,3.666666667,1.666666667,1.5,0
273180,chr3,196008200,196009000,0.555555556,1,-0.444444444,-0.444444444,-0.836614638,3.35658E-05,0.001259434,1777,1,0,1,3,0.666666667,0,0
565752,chr9,38046600,38047200,0.555555556,1,-0.444444444,-0.444444444,-0.836614638,0.00027768,0.009597936,1777,1,0,1,4,0.666666667,1,0
404781,chr6,37007600,37008000,0.555555556,1,-0.444444444,-0.444444444,-0.836614638,0.001396697,0.045866932,1777,1,0,2,2.333333333,0.666666667,0,0
851741,chr14,93234800,93235200,0.555555556,1,-0.444444444,-0.444444444,-0.836614638,0.001396697,0.045866932,1777,1,0,2,2.333333333,0.666666667,0,0
6604,chr1,9290200,9290800,0.55,1,-0.45,-0.45,-0.850856561,0.0002552,0.008870848,1771,1,1,1,2.333333333,0.666666667,1,0
324291,chr5,319200,319400,0.533333333,1,-0.466666667,-0.466666667,-0.894445829,0.000205933,0.007185436,1739,1,0,1,4.666666667,0.666666667,2,0
786503,chr12,113414600,113415200,0.5,1,-0.5,-0.5,-0.985786141,1.63308E-47,2.73512E-44,1554,1,1,0,1.333333333,2,0,0
985378,chr17,79024400,79024600,0,0.5,-0.5,-0.5,-5.672425342,9.89794E-38,1.51958E-34,377,1,1,1,1.333333333,1.333333333,0,0
566090,chr9,38672600,38673000,0.5,1,-0.5,-0.5,-0.985786141,5.40642E-33,2.12605E-30,1554,1,1,1,2.666666667,0.666666667,1,0
146259,chr2,95727200,95728400,0.5,1,-0.5,-0.5,-0.985786141,3.03046E-32,5.20053E-30,1554,1,2,0,0.666666667,2,0,0
55416,chr1,113256000,113256200,0,0.5,-0.5,-0.5,-5.672425342,1.02439E-19,1.15075E-17,377,1,1,2,0.666666667,0.666666667,0,0
136981,chr2,65068400,65069400,0,0.5,-0.5,-0.5,-5.672425342,1.02439E-19,1.15075E-17,377,1,1,2,1.333333333,0.666666667,0,0
457505,chr7,23475000,23475200,0,0.5,-0.5,-0.5,-5.672425342,1.02439E-19,1.15075E-17,377,1,1,2,0.666666667,0.666666667,0,0
636538,chr10,18872000,18872600,0,0.5,-0.5,-0.5,-5.672425342,1.02439E-19,1.15075E-17,377,1,1,2,0.666666667,0.666666667,0,0
963250,chr17,42365800,42366400,0,0.5,-0.5,-0.5,-5.672425342,1.02439E-19,1.15075E-17,377,1,2,1,0.333333333,1.333333333,0,0
1006224,chr18,55316600,55317000,0,0.5,-0.5,-0.5,-5.672425342,1.02439E-19,1.15075E-17,377,1,1,2,1,0.666666667,0,0
906227,chr16,11299000,11299400,0.5,1,-0.5,-0.5,-3.329105741,2.97925E-19,3.11857E-17,557,2,0,1.5,2.166666667,0.5,0,0
88513,chr1,205202800,205203400,0.5,1,-0.5,-0.5,-0.985786141,1.94118E-17,1.16489E-15,1554,1,2,1,0.666666667,0.666666667,0,0
247009,chr3,129574200,129575400,0.5,1,-0.5,-0.5,-0.985786141,1.94118E-17,1.16489E-15,1554,1,2,1,0.666666667,0.666666667,0,0
286531,chr4,38081000,38081200,0.5,1,-0.5,-0.5,-0.985786141,1.94118E-17,1.16489E-15,1554,1,2,1,0.666666667,1,0,0
473266,chr7,70185200,70185800,0.5,1,-0.5,-0.5,-0.985786141,1.94118E-17,1.16489E-15,1554,1,2,1,0.666666667,0.666666667,0,0
701097,chr11,47598000,47598400,0.5,1,-0.5,-0.5,-0.985786141,1.94118E-17,1.16489E-15,1554,1,2,1,0.666666667,1.666666667,0,0
737139,chr11,128344200,128344400,0.5,1,-0.5,-0.5,-0.985786141,1.94118E-17,1.16489E-15,1554,1,2,1,0.666666667,1,0,0
905026,chr16,9230200,9230400,0.5,1,-0.5,-0.5,-0.985786141,1.94118E-17,1.16489E-15,1554,1,2,1,0.666666667,0.666666667,0,0
1075062,chr20,57444800,57445200,0.477777778,1,-0.522222222,-0.522222222,-1.050059355,8.37268E-05,0.003066596,1230,1,0,1,3.333333333,1,1,0
974559,chr17,62140200,62141000,0.466666667,1,-0.533333333,-0.533333333,-1.083302647,8.74165E-06,0.000340481,1218,1,0,0,4.666666667,1.666666667,2,0
386108,chr6,3811000,3812000,0.444444444,1,-0.555555556,-0.555555556,-1.152179451,5.59655E-05,0.002074551,1178,1,0,0,3.666666667,2.333333333,0,0
983072,chr17,76273800,76274200,0.433333333,1,-0.566666667,-0.566666667,-1.187891548,0.000527821,0.017777064,1162,1,1,0,2.666666667,1.333333333,1,0
981428,chr17,74439400,74440400,0.402777778,1,-0.597222222,-0.597222222,-3.483355857,1.58336E-19,1.6997E-17,541,2,0,1,2.833333333,1.333333333,0,0
385699,chr6,3237600,3238400,0.361111111,1,-0.638888889,-0.638888889,-3.561106656,3.28988E-19,3.42426E-17,535,2,0,2,2.833333333,0.333333333,0,0
564360,chr9,36458400,36459200,0,0.8,-0.8,-0.8,-6.091737968,4.4654E-26,5.79338E-24,195,4,0.75,1.25,1.916666667,1.25,0.25,0.25
560569,chr9,22031800,22032000,0.083333333,1,-0.916666667,-0.916666667,-4.586732506,1.65836E-19,1.75754E-17,406,2,0,2,2.5,0.833333333,0,0
436482,chr6,143027200,143027600,0,1,-1,-1,-6.658211483,4.37728E-50,2.68809E-46,3,1,0,1,2,0.666666667,0,0
237385,chr3,111418200,111418600,0,1,-1,-1,-6.658211483,1.74424E-33,1.69127E-30,15,1,0,2,2.333333333,0.333333333,0,0
509411,chr8,11016800,11017200,0,1,-1,-1,-6.658211483,1.74424E-33,1.69127E-30,15,1,0,2,2.666666667,0.333333333,0,0
571880,chr9,90149600,90150600,0,1,-1,-1,-6.658211483,1.29704E-33,1.69127E-30,13,1,1,1,0.666666667,0.666666667,0,0
801093,chr13,27796000,27797200,0,1,-1,-1,-6.658211483,1.29704E-33,1.69127E-30,13,2,1,2,1.666666667,0.5,0,0
821499,chr13,111116200,111116800,0,1,-1,-1,-6.658211483,1.74424E-33,1.69127E-30,15,1,0,2,2.333333333,0.333333333,0,0
902400,chr16,2559600,2560600,0,1,-1,-1,-6.658211483,1.74424E-33,1.69127E-30,15,1,0,2,2,0.666666667,0,0
961669,chr17,40489200,40490000,0,1,-1,-1,-6.658211483,1.74424E-33,1.69127E-30,15,1,0,2,1,0.333333333,0,0
657851,chr10,82262400,82263600,0,1,-1,-1,-6.658211483,7.27032E-33,2.12605E-30,28,1,2,0,0.333333333,1.333333333,0,0
32151,chr1,44458800,44460400,0,1,-1,-1,-6.658211483,4.9152E-20,5.88005E-18,145,1,1,2,1,0.666666667,0,0
556701,chr9,5839200,5839400,0,1,-1,-1,-6.658211483,4.9152E-20,5.88005E-18,145,1,1,2,0.666666667,0.333333333,0,0
263433,chr3,176965400,176965600,0,1,-1,-1,-6.658211483,9.31407E-18,6.49974E-16,221,1,2,1,0.333333333,0.666666667,0,0
500058,chr7,148144800,148145000,0,1,-1,-1,-6.658211483,9.31407E-18,6.49974E-16,221,1,2,1,0.333333333,0.666666667,0,0
983339,chr17,76641800,76642600,0,1,-1,-1,-6.658211483,9.31407E-18,6.49974E-16,221,1,2,1,0.333333333,0.666666667,0,0
1054020,chr20,17837400,17838400,0,1,-1,-1,-6.658211483,9.31407E-18,6.49974E-16,221,1,2,1,0.333333333,0.666666667,0,0
