id,Chromosome,Start,End,mean.mean.CMP,mean.mean.MLP,mean.mean.diff,Difference,mean.mean.quot.log2,comb.p.val,comb.p.adj.fdr,combinedRank,num.sites,mean.num.na.CMP,mean.num.na.MLP,mean.mean.covg.CMP,mean.mean.covg.MLP,mean.nsamples.covg.thres5.CMP,mean.nsamples.covg.thres5.MLP
431712,chr5,172478200,172478600,0.472222222,1,-0.527777778,-0.527777778,-1.066585252,0.000364972,0.025251699,1972,1,0,1,3,1.333333333,0,0
922206,chr12,131433200,131433600,0.333333333,0.875,-0.541666667,-0.541666667,-1.351531472,2.49778E-27,9.29121E-25,1672,2,0.5,0,2.166666667,2,0,0
844619,chr11,86135000,86135200,0,0.555555556,-0.555555556,-0.555555556,-5.821596845,7.37229E-07,6.89289E-05,420,1,0,0,3.666666667,2.333333333,1,0
1189519,chr19,40916000,40918000,0.444444444,1,-0.555555556,-0.555555556,-1.163041296,2.07007E-19,6.5699E-17,1862,2,0.5,1,2,0.666666667,0,0
680335,chr9,95145200,95145400,0.444444444,1,-0.555555556,-0.555555556,-3.413176037,7.02539E-19,1.8137E-16,700,2,1,0,1.666666667,2,0,0.5
1073325,chr16,88748000,88748800,0.444444444,1,-0.555555556,-0.555555556,-1.163041296,6.29483E-07,5.90144E-05,1861,2,0,0,2.666666667,2.5,0,0
852989,chr11,114127600,114130600,0.416666667,1,-0.583333333,-0.583333333,-3.459195946,2.21457E-19,6.84024E-17,693,2,1,0.5,1.333333333,3.166666667,0,1
645742,chr8,101514200,101515000,0,0.583333333,-0.583333333,-0.583333333,-5.89077093,1.86292E-05,0.00148493,434,1,0,1,1.666666667,1.666666667,0,0
1235624,chr20,57213000,57213200,0,0.583333333,-0.583333333,-0.583333333,-5.89077093,0.000699974,0.046837306,517,1,1,1,0.666666667,2.333333333,0,0
1199737,chr19,51132200,51133200,0,0.625,-0.625,-0.625,-5.6793256,1.15224E-28,4.38027E-26,335,2,0,1,2.833333333,1.166666667,0,0
852356,chr11,113534000,113536400,0.041666667,0.666666667,-0.625,-0.625,-4.268678544,3.202E-10,3.45077E-08,496,2,1,1,1.166666667,1,0,0
1110362,chr17,48787400,48788600,0.35,1,-0.65,-0.65,-1.488286481,0.000141428,0.010321861,1543,1,1,0,3,2.333333333,1,0
460489,chr6,28732600,28733200,0.333333333,1,-0.666666667,-0.666666667,-1.556673456,1.88853E-17,2.88392E-15,1457,1,2,1,1,0.666666667,0,0
740985,chr10,3893200,3894400,0.333333333,1,-0.666666667,-0.666666667,-1.556673456,1.88853E-17,2.88392E-15,1457,1,2,1,1,1,0,0
1118551,chr17,62213200,62213400,0.333333333,1,-0.666666667,-0.666666667,-1.556673456,1.88853E-17,2.88392E-15,1457,1,2,1,1,0.666666667,0,0
666767,chr9,5819200,5819600,0.125,1,-0.875,-0.875,-5.240105147,3.96732E-35,8.57784E-32,348,4,1.25,1,0.666666667,1.166666667,0,0
1128020,chr17,75470600,75471200,0,1,-1,-1,-6.658211483,4.53493E-50,5.22938E-46,3,1,0,1,1,0.666666667,0,0
457362,chr6,25486200,25486600,0,1,-1,-1,-6.658211483,2.02652E-48,8.76319E-45,7,1,1,0,0.666666667,2.333333333,0,0
868513,chr12,7021800,7022200,0,1,-1,-1,-6.658211483,2.02652E-48,8.76319E-45,7,1,1,0,0.666666667,1.333333333,0,0
320624,chr4,2793800,2794600,0,1,-1,-1,-6.658211483,1.34298E-33,2.44522E-30,17,1,1,1,1.333333333,0.666666667,0,0
333925,chr4,42154000,42154800,0,1,-1,-1,-6.658211483,1.34298E-33,2.44522E-30,17,1,1,1,0.666666667,0.666666667,0,0
1172275,chr19,13084000,13085000,0,1,-1,-1,-6.658211483,1.34298E-33,2.44522E-30,17,1,1,1,1,1,0,0
140950,chr1,247530800,247531200,0,1,-1,-1,-6.658211483,1.80577E-33,2.8395E-30,20,1,0,2,2,0.333333333,0,0
378259,chr5,14266800,14267600,0,1,-1,-1,-6.658211483,1.80577E-33,2.8395E-30,20,1,0,2,1,0.333333333,0,0
1092186,chr17,29419400,29421000,0,1,-1,-1,-6.658211483,1.80577E-33,2.8395E-30,20,1,0,2,2.333333333,0.333333333,0,0
289132,chr3,128151200,128151600,0,1,-1,-1,-6.658211483,7.52125E-33,5.42117E-30,33,1,2,0,0.666666667,1,0,0
312421,chr3,193641000,193641600,0,1,-1,-1,-6.658211483,7.52125E-33,5.42117E-30,33,1,2,0,0.333333333,1,0,0
451441,chr6,14911000,14911400,0,1,-1,-1,-6.658211483,7.52125E-33,5.42117E-30,33,1,2,0,0.333333333,1.666666667,0,0
471852,chr6,40681000,40681200,0,1,-1,-1,-6.658211483,7.52125E-33,5.42117E-30,33,1,2,0,0.333333333,1,0,0
546596,chr7,44179200,44179400,0,1,-1,-1,-6.658211483,7.52125E-33,5.42117E-30,33,1,2,0,0.333333333,2.333333333,0,0
558358,chr7,75504800,75506200,0,1,-1,-1,-6.658211483,7.52125E-33,5.42117E-30,33,1,2,0,0.333333333,1,0,0
699967,chr9,130520800,130521400,0,1,-1,-1,-6.658211483,7.52125E-33,5.42117E-30,33,1,2,0,0.333333333,1.666666667,0,0
870054,chr12,10047800,10048600,0,1,-1,-1,-6.658211483,7.52125E-33,5.42117E-30,33,1,2,0,0.333333333,1,0,0
20714,chr1,21781600,21781800,0,1,-1,-1,-6.658211483,1.21423E-19,3.92572E-17,99,1,1,2,1,0.333333333,0,0
202063,chr2,122459800,122460200,0,1,-1,-1,-6.658211483,1.21423E-19,3.92572E-17,99,1,1,2,0.666666667,0.333333333,0,0
331520,chr4,38320000,38322000,0,1,-1,-1,-6.658211483,1.21423E-19,3.92572E-17,99,1,1,2,0.666666667,0.333333333,0,0
673091,chr9,37994600,37995800,0,1,-1,-1,-6.658211483,1.21423E-19,3.92572E-17,99,1,1,2,0.666666667,0.333333333,0,0
884601,chr12,53054400,53055200,0,1,-1,-1,-6.658211483,1.21423E-19,3.92572E-17,99,1,1,2,0.666666667,0.333333333,0,0
1024465,chr16,75627800,75628800,0,1,-1,-1,-6.658211483,1.21423E-19,3.92572E-17,99,1,1,2,1.666666667,0.333333333,0,0
163573,chr2,38851600,38852000,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.666666667,1,0,0
178684,chr2,70255400,70256200,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,1,0,0
226649,chr2,190407000,190407200,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,1.333333333,0,0
297193,chr3,150089800,150090000,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,1.666666667,0,0
303433,chr3,170979600,170980000,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,1,0,0
370511,chr4,188342200,188342600,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,0.666666667,0,0
379562,chr5,17118800,17119400,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,1,0,0
527821,chr7,2476400,2476800,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,1,0,0
531011,chr7,6293400,6294600,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.666666667,1.666666667,0,0
566984,chr7,99195800,99196600,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,0.666666667,0,0
771176,chr10,72784200,72784600,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,0.666666667,0,0
771826,chr10,73390200,73391000,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,1,0,0
782674,chr10,94582400,94583000,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,0.666666667,0,0
803608,chr11,3864600,3865600,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,1,0,0
935262,chr13,54841200,54841600,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,1,0,0
1090004,chr17,27197800,27198000,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,0.666666667,0,0
1090834,chr17,27976800,27977400,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,1,0,0
1142216,chr18,12652600,12653000,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,0.666666667,0,0
1224122,chr20,42236600,42236800,0,1,-1,-1,-6.658211483,9.64629E-18,1.61209E-15,163,1,2,1,0.333333333,0.666666667,0,0
