id,Chromosome,Start,End,mean.mean.CMP,mean.mean.MPP,Difference,mean.mean.diff,mean.mean.quot.log2,comb.p.val,comb.p.adj.fdr,combinedRank,num.sites,mean.num.na.CMP,mean.num.na.MPP,mean.mean.covg.CMP,mean.mean.covg.MPP,mean.nsamples.covg.thres5.CMP,mean.nsamples.covg.thres5.MPP
418906,chr5,139785200,139785600,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2.666666667,0.666666667,1,0
432281,chr5,173170200,173172800,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,3.333333333,0.666666667,0,0
453967,chr6,17713600,17716000,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1.333333333,0.666666667,0,0
460216,chr6,28512200,28512400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
504627,chr6,139688600,139689000,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2.666666667,0.666666667,0,0
526108,chr7,898200,898400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,5,0.666666667,2,0
575695,chr7,107724800,107725200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1.666666667,0.666666667,0,0
582371,chr7,127738800,127740000,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1.666666667,0.666666667,0,0
593001,chr7,138810400,138811200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,3,0.666666667,0,0
669131,chr9,33239000,33239200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,3,0.666666667,0,0
701892,chr9,132170400,132171000,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,4.666666667,0.666666667,2,0
741596,chr10,5379200,5379800,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1,0.666666667,0,0
763623,chr10,51524600,51525400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
840232,chr11,75231600,75232200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,4.666666667,0.666666667,1,0
865552,chr12,1711800,1712200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1.666666667,0.666666667,0,0
888095,chr12,57373400,57373800,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
907352,chr12,110704800,110705400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1,1.333333333,0,0
971849,chr14,102528800,102529000,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1.666666667,0.666666667,0,0
1014931,chr15,85542400,85543400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1.666666667,0.666666667,0,0
1020915,chr15,96758200,96758400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,3,0.666666667,1,0
1025587,chr16,1120400,1121200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,3,0.666666667,0,0
1028545,chr16,3892000,3894200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
1067513,chr16,81514400,81517400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2.666666667,0.666666667,1,0
1100086,chr17,38479800,38481400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,2,0,2.5,1.333333333,0.333333333,0,0
1103426,chr17,41920000,41920200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,3,0.666666667,0,0
1108964,chr17,47528800,47529400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
1132384,chr17,79488200,79488600,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2.333333333,0.666666667,0,0
1136642,chr18,3026600,3028200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,4.333333333,0.666666667,2,0
1139657,chr18,9285000,9285200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1.666666667,0.666666667,0,0
1152098,chr18,46069200,46070200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2.333333333,0.666666667,0,0
1165874,chr19,6112000,6112200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,3.333333333,1.333333333,1,0
1197130,chr19,48860200,48860400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
1198814,chr19,50252200,50252400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,4,0.666666667,0,0
1230049,chr20,48669200,48670200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2.666666667,0.666666667,0,0
1242499,chr21,23357800,23358400,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2.666666667,0.666666667,1,0
323698,chr4,6690200,6691800,0.5,0,0.5,0.5,3.329105741,6.00425E-20,7.43509E-18,1005,2,0.5,2,1.5,0.333333333,0,0
1110152,chr17,48617400,48617800,0.5,0,0.5,0.5,5.672425342,1.2174E-19,1.44619E-17,714,1,2,1,1.333333333,0.666666667,0,0
1167787,chr19,8097600,8099800,1,0.5,0.5,0.5,0.985786141,1.2174E-19,1.44619E-17,2418,1,2,1,1,1.333333333,0,0
1167801,chr19,8109200,8109600,0.5,0,0.5,0.5,5.672425342,1.2174E-19,1.44619E-17,714,1,2,1,0.666666667,2.333333333,0,0
192329,chr2,102397000,102397600,1,0.5,0.5,0.5,3.329105741,6.69861E-19,7.29025E-17,1005,2,0,1.5,3,1.333333333,1,0.5
415105,chr5,134462400,134464200,1,0.5,0.5,0.5,3.329105741,6.69861E-19,7.29025E-17,1005,2,0,1.5,2,0.666666667,0,0
1188376,chr19,39693800,39695000,1,0.5,0.5,0.5,3.329105741,6.69861E-19,7.29025E-17,1005,2,0,1.5,1,0.5,0,0
464859,chr6,33464600,33465000,1,0.5,0.5,0.5,3.329105741,8.41952E-19,9.02305E-17,1005,2,0.5,1.5,1.833333333,0.5,0,0
5769,chr1,6325000,6325600,1,0.5,0.5,0.5,3.329105741,8.65742E-19,9.19365E-17,1005,2,1,1.5,1.166666667,0.5,0,0
1193986,chr19,45932600,45934400,1,0.5,0.5,0.5,3.329105741,8.65742E-19,9.19365E-17,1005,2,1,1.5,1.5,0.5,0,0
1204396,chr19,55974400,55977200,1,0.5,0.5,0.5,3.329105741,8.65742E-19,9.19365E-17,1005,2,0.5,2,1.5,0.333333333,0,0
473189,chr6,41974200,41975600,1,0.5,0.5,0.5,3.329105741,1.214E-18,1.24763E-16,1005,2,0,1,3.833333333,0.666666667,1,0
1173382,chr19,14048400,14049000,1,0.5,0.5,0.5,3.329105741,1.214E-18,1.24763E-16,1005,2,0,1,2.333333333,0.833333333,0,0
1160026,chr19,915000,915400,1,0.5,0.5,1,6.658211483,9.41847E-18,7.11338E-16,390,2,2,1.5,0.666666667,0.5,0,0
31085,chr1,31560200,31561200,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1,0.666666667,0,0
52205,chr1,54895200,54895400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,2,1.333333333,1,0
95834,chr1,168440800,168441400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.666666667,0.666666667,0,0
134013,chr1,234968800,234970000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1,0.666666667,0,0
136686,chr1,241888600,241889000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,2,0.666666667,0,0
156626,chr2,26685200,26686000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1,0.666666667,0,0
161416,chr2,33242400,33243400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.666666667,0.666666667,0,0
171056,chr2,54806600,54807600,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
182200,chr2,74617000,74618000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1,0.666666667,0,0
242815,chr2,240736000,240736400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,2.666666667,0.666666667,1,0
325391,chr4,8310200,8311000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.666666667,0.666666667,0,0
459377,chr6,27712600,27713400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.333333333,0.666666667,0,0
461068,chr6,29521000,29521200,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.333333333,0.666666667,0,0
464543,chr6,33173200,33173600,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,2,0.666666667,0,0
475443,chr6,43967800,43968400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
518776,chr6,161939200,161939600,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.333333333,0.666666667,0,0
572693,chr7,105036600,105037000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.666666667,0.666666667,0,0
598733,chr7,148640000,148640400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,3,0.666666667,1,0
605485,chr7,156482600,156483000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,2,0.666666667,0,0
636273,chr8,69016000,69016600,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
684780,chr9,100724600,100727600,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
685100,chr9,101004400,101004600,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,1.333333333,0,0
700438,chr9,130904200,130904800,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.333333333,0.666666667,0,0
759462,chr10,43913000,43914400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
764167,chr10,52302600,52303800,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.666666667,0.666666667,0,0
769564,chr10,71218000,71218800,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
824148,chr11,57211800,57212200,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,1.333333333,0,0
857376,chr11,120215600,120216800,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.333333333,0.666666667,0,0
858295,chr11,122626000,122626600,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.333333333,0.666666667,0,0
864946,chr12,685800,686200,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
878436,chr12,45625400,45626400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
879466,chr12,47559600,47560200,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.333333333,0.666666667,0,0
915062,chr12,120911400,120912800,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.666666667,0.666666667,0,0
916283,chr12,122057600,122058600,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,2,0.666666667,0,0
948373,chr14,22987400,22989200,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.333333333,0.666666667,0,0
1047568,chr16,31016800,31017200,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1,0.666666667,0,0
1074172,chr16,89674400,89675000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1.333333333,0.666666667,0,0
1094583,chr17,32261400,32262000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
1104935,chr17,43202800,43203000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1,0.666666667,0,0
1124068,chr17,72160200,72160400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
1125116,chr17,73068600,73069000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
1142170,chr18,12616400,12616600,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
1167104,chr19,7472800,7474000,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,2.333333333,0.666666667,0,0
1194968,chr19,46807000,46807400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1,0.666666667,0,0
1238217,chr20,61372400,61372600,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,1,0.666666667,0,0
1271198,chr22,39826000,39826400,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
1271742,chr22,40398800,40399800,1,0.5,0.5,0.5,0.985786141,1.96252E-17,1.28311E-15,2418,1,1,2,0.666666667,0.666666667,0,0
115638,chr1,206162400,206163000,1,0.5,0.5,0.5,3.329105741,1.57724E-11,8.40014E-10,1005,2,2,1,0.333333333,0.666666667,0,0
620832,chr8,27208000,27209000,1,0.5,0.5,0.5,3.329105741,2.12503E-10,1.08398E-08,1005,2,0.5,1.5,1.333333333,0.666666667,0,0
1195478,chr19,47329200,47330200,1,0.5,0.5,0.5,3.329105741,2.12503E-10,1.08398E-08,1005,2,0.5,1.5,1.833333333,0.5,0,0
745406,chr10,12131000,12131400,1,0.5,0.5,0.5,3.329105741,2.74466E-10,1.37406E-08,1005,2,1,2,1.666666667,0.666666667,0,0
528047,chr7,2676600,2677000,1,0.5,0.5,0.5,3.329105741,3.84541E-10,1.83096E-08,1005,2,1.5,2,0.833333333,0.333333333,0,0
839332,chr11,74405000,74405600,1,0.5,0.5,0.5,3.329105741,3.84541E-10,1.83096E-08,1005,2,0.5,1,2,0.833333333,0,0
1023279,chr15,101707000,101707800,1,0.5,0.5,0.5,3.329105741,3.84541E-10,1.83096E-08,1005,2,0.5,1,2.166666667,1.333333333,0.5,0
1175762,chr19,16426400,16427400,1,0.5,0.5,0.5,3.329105741,3.84541E-10,1.83096E-08,1005,2,1,1.5,1.166666667,0.666666667,0,0
1068825,chr16,84078600,84079600,0.981481481,0.5,0.481481481,0.481481481,3.302156491,2.19953E-10,1.11873E-08,1604,2,0.5,1,2.666666667,1.166666667,0.5,0
685795,chr9,101734400,101735800,0.916666667,0.458333333,0.458333333,0.458333333,3.261131992,1.17701E-18,1.22493E-16,1620,2,0,1,1.666666667,1.333333333,0,0
313629,chr3,194841200,194842200,0.958333333,0.5,0.458333333,0.458333333,3.266989286,9.61531E-19,1.01189E-16,1624,2,0,2,2.666666667,0.5,0,0
1085879,chr17,17832400,17834000,0.958333333,0.5,0.458333333,0.5,2.547999208,7.01241E-14,4.10941E-12,1314,4,0.5,2,2.166666667,0.5,0.25,0
1178103,chr19,18397800,18400600,1,0.541666667,0.458333333,0.458333333,0.983478713,2.67073E-10,1.3428E-08,3109,2,0.5,1.5,2.833333333,1,0.5,0
454375,chr6,18035400,18035600,1,0.55,0.45,0.45,0.850856561,4.17185E-06,0.0001698,3334,1,0,1,3,2.333333333,0,1
473170,chr6,41956000,41956600,1,0.555555556,0.444444444,0.444444444,0.836614638,8.65637E-07,3.58999E-05,3357,1,0,0,2.333333333,2.333333333,0,0
1195949,chr19,47780000,47780600,1,0.555555556,0.444444444,0.444444444,0.836614638,8.65637E-07,3.58999E-05,3357,1,0,0,4,2.333333333,1,0
569348,chr7,101371200,101372200,1,0.555555556,0.444444444,0.444444444,0.836614638,3.35984E-05,0.001256589,3357,1,1,0,0.666666667,2.333333333,0,0
1125673,chr17,73545200,73545600,0.944444444,0.5,0.444444444,0.444444444,3.245035445,2.5761E-10,1.29708E-08,1691,2,0.5,1.5,1.833333333,0.666666667,0,0
296010,chr3,142947000,142948400,0.444444444,0,0.444444444,0.444444444,5.506032031,3.35984E-05,0.001256589,1691,1,0,1,2.333333333,1,0,0
274699,chr3,51994800,51995800,0.444444444,0,0.444444444,0.444444444,5.506032031,0.00139798,0.045657785,1691,1,0,2,2.333333333,0.333333333,0,0
1058395,chr16,67841600,67841800,0.416666667,0,0.416666667,0.416666667,5.415037499,2.23436E-05,0.000852021,1797,1,1,0,1.666666667,2.333333333,0,0
811411,chr11,16610200,16610600,0.416666667,0,0.416666667,0.416666667,5.415037499,0.000790531,0.026510387,1797,1,1,1,1.666666667,0.666666667,0,0
1044884,chr16,27759200,27760000,1,0.583333333,0.416666667,0.416666667,0.781812104,4.99654E-36,7.61298E-33,3519,2,0,2,3,0.833333333,0.5,0
1069244,chr16,84557800,84558000,0.916666667,0.5,0.416666667,0.416666667,3.199015537,6.26503E-28,8.57624E-26,1767,2,0,1.5,2.5,0.833333333,0.5,0
158237,chr2,28567600,28568400,0.916666667,0.5,0.416666667,0.416666667,3.199015537,9.61531E-19,1.01189E-16,1767,2,0,2,2,0.5,0,0
191474,chr2,101539200,101540800,1,0.583333333,0.416666667,0.625,3.534247726,3.02964E-10,1.49527E-08,973,3,2,1.666666667,0.777777778,0.666666667,0,0
26092,chr1,26735000,26737200,1,0.583333333,0.416666667,0.416666667,0.781812104,3.32249E-10,1.61265E-08,3519,3,0.333333333,1.666666667,1.888888889,0.777777778,0,0
321902,chr4,4032800,4035400,1,0.583333333,0.416666667,0.4375,2.153995812,3.28705E-06,0.000134256,1716,6,1.166666667,1.333333333,0.833333333,0.722222222,0,0
31873,chr1,32338800,32339000,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23436E-05,0.000852021,3561,1,0,1,3.333333333,1.666666667,0,0
158717,chr2,29062200,29062800,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23436E-05,0.000852021,3561,1,0,1,2.666666667,1.666666667,0,0
181802,chr2,74260600,74261200,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23436E-05,0.000852021,3561,1,0,1,6,1.666666667,3,0
239777,chr2,234246400,234247200,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23436E-05,0.000852021,3561,1,0,1,1.666666667,1.666666667,0,0
475695,chr6,44177800,44178200,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23436E-05,0.000852021,3561,1,0,1,2.666666667,1.666666667,0,0
617981,chr8,22069400,22070000,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23436E-05,0.000852021,3561,1,0,1,2,1.666666667,0,0
772570,chr10,74016800,74017400,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23436E-05,0.000852021,3561,1,0,1,1,1.666666667,0,0
871112,chr12,13034400,13035000,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23436E-05,0.000852021,3561,1,0,1,2,1.666666667,0,0
1059249,chr16,68544000,68544600,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23436E-05,0.000852021,3561,1,0,1,3,1.666666667,0,0
1242612,chr21,25184400,25185200,1,0.583333333,0.416666667,0.416666667,0.767440553,2.23436E-05,0.000852021,3561,1,0,1,1.666666667,1.666666667,0,0
697433,chr9,127838000,127838800,0.411111111,0,0.411111111,0.411111111,5.396129037,2.27951E-05,0.000866412,1852,1,0,1,3.333333333,0.666666667,1,0
1173918,chr19,14480200,14480400,0.404761905,0,0.404761905,0.404761905,5.374211486,0.001146316,0.037897645,1860,1,1,0,3.333333333,1.666666667,1,0
945524,chr13,114141600,114143400,0.4,0,0.4,0.4,5.357552005,0.000690986,0.023396055,1890,1,0,1,5.666666667,0.666666667,3,0
1140142,chr18,9757800,9759200,0.388888889,0.791666667,-0.402777778,-0.402777778,-3.173120886,3.10712E-11,1.63003E-09,1861,2,0.5,1,2.333333333,1.5,0.5,0
826790,chr11,61542000,61542600,0.597222222,1,-0.402777778,-0.402777778,-0.734436282,0.001464369,0.047648408,3649,2,0,2,3.5,0.666666667,0.5,0
831526,chr11,66326400,66327400,0.338888889,0.75,-0.411111111,-0.411111111,-2.239242188,1.19348E-08,5.37587E-07,1852,5,0.6,1,2,1.066666667,0.2,0
1162736,chr19,3319600,3320200,0.588888889,1,-0.411111111,-0.411111111,-0.753995021,0.001076915,0.035771947,3613,1,0,2,3.333333333,0.666666667,1,0
852989,chr11,114127600,114130600,0.416666667,0.833333333,-0.416666667,-0.416666667,-3.170276913,1.74111E-11,9.2308E-10,1797,2,1,2,1.333333333,0.666666667,0,0
45795,chr1,46612800,46613600,0.5,0.916666667,-0.416666667,-0.416666667,-3.199015537,8.12441E-19,8.73349E-17,1767,2,1.5,0,0.833333333,2,0,0
528203,chr7,2801800,2803200,0.583333333,1,-0.416666667,-0.625,-3.534247726,1.62245E-10,8.34906E-09,973,3,1.333333333,1.666666667,1,0.888888889,0,0
1251370,chr21,40209800,40210200,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,5.86883E-06,0.000236671,3577,1,0,0,2.666666667,1.333333333,0,0
423130,chr5,148798800,148800600,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,2.23436E-05,0.000852021,3561,1,1,0,1.666666667,1.666666667,0,0
420255,chr5,141389800,141390400,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,0.000142058,0.005116428,3577,1,0,1,2.666666667,1,0,0
274979,chr3,52253200,52254400,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,0.00046889,0.015999773,3561,1,0,1,3.333333333,1.333333333,0,0
598489,chr7,148397400,148399200,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,0.000790531,0.026510387,3561,1,1,1,1.666666667,0.666666667,0,0
1254047,chr21,44350000,44350600,0.027777778,0.458333333,-0.430555556,-0.430555556,-4.187372397,1.18362E-11,6.35201E-10,1731,2,0.5,1.5,2.833333333,1.166666667,1,0
972224,chr14,103052400,103053000,0.066666667,0.5,-0.433333333,-0.5,-5.672425342,7.34954E-33,2.18269E-30,714,2,0,2.5,2.166666667,0.333333333,0.5,0
1114665,chr17,57623800,57624400,0.556944444,1,-0.443055556,-0.443055556,-0.835369759,3.11534E-05,0.001168885,3399,2,0.5,0.5,3.166666667,2.166666667,1,0.5
239635,chr2,234057000,234057400,0.55,1,-0.45,-0.45,-0.850856561,0.000255148,0.008950351,3334,1,0,1,4.333333333,1.333333333,1,0
532192,chr7,8175600,8176000,0.55,1,-0.45,-0.45,-0.850856561,0.000255498,0.008953674,3334,1,1,1,2.333333333,1,1,0
1238214,chr20,61370400,61371200,0.548611111,1,-0.451388889,-0.451388889,-0.946309093,9.21197E-11,4.78258E-09,3203,4,0.75,1,1.583333333,0.916666667,0,0
38312,chr1,39272800,39273800,0.527777778,1,-0.472222222,-0.472222222,-0.909273247,2.25447E-05,0.000857824,3241,1,0,0,3,1.333333333,0,0
1070283,chr16,85436200,85437200,0.524074074,1,-0.475925926,-0.475925926,-2.456362113,1.85423E-15,1.09578E-13,1607,3,0.333333333,0.333333333,3.222222222,2.333333333,0.666666667,0.333333333
377506,chr5,10735800,10736800,0.522222222,1,-0.477777778,-0.477777778,-0.924254638,8.81681E-05,0.003225223,3224,1,0,1,3.333333333,1.333333333,1,0
1058019,chr16,67538800,67539200,0.5,1,-0.5,-0.5,-0.985786141,6.28256E-63,7.33887E-59,2875,1,0,0,4,1.666666667,1,0
904289,chr12,107094200,107094600,0,0.5,-0.5,-0.5,-5.672425342,1.3684E-37,2.5239E-34,714,1,1,1,1.333333333,1.333333333,0,0
1226309,chr20,44542600,44543800,0.5,1,-0.5,-0.5,-0.985786141,1.84012E-37,3.07072E-34,2875,1,0,2,3.333333333,0.666666667,0,0
91043,chr1,161398800,161399600,0,0.5,-0.5,-0.5,-5.672425342,7.34954E-33,2.18269E-30,714,1,0,2,1.666666667,0.666666667,0,0
179695,chr2,71224000,71224400,0,0.5,-0.5,-0.5,-5.672425342,7.34954E-33,2.18269E-30,714,1,0,2,1.666666667,0.666666667,0,0
273943,chr3,50379600,50380400,0.5,1,-0.5,-0.5,-0.985786141,5.46546E-33,2.18269E-30,2875,1,1,1,1.333333333,1,0,0
856757,chr11,119535800,119536000,0.5,1,-0.5,-0.5,-0.985786141,5.46546E-33,2.18269E-30,2875,1,1,1,2,1.333333333,0,0
986396,chr15,42915000,42915400,0,0.5,-0.5,-0.5,-5.672425342,7.34954E-33,2.18269E-30,714,1,0,2,1,0.666666667,0,0
1057598,chr16,67185200,67185600,0,0.5,-0.5,-0.5,-5.672425342,7.34954E-33,2.18269E-30,714,1,0,2,3,0.666666667,1,0
357437,chr4,140093400,140093800,0.5,1,-0.5,-0.5,-0.985786141,3.06276E-32,5.40783E-30,2875,1,2,0,0.666666667,1.333333333,0,0
363475,chr4,159488200,159488400,0.5,1,-0.5,-0.5,-0.985786141,3.06276E-32,5.40783E-30,2875,1,2,0,0.666666667,1.666666667,0,0
432454,chr5,173323400,173324000,0.5,1,-0.5,-0.5,-0.985786141,3.06276E-32,5.40783E-30,2875,1,2,0,0.666666667,1,0,0
776742,chr10,79662000,79663200,0.5,1,-0.5,-0.5,-0.985786141,3.06276E-32,5.40783E-30,2875,1,2,0,0.666666667,1,0,0
1174981,chr19,15523400,15523600,0.5,1,-0.5,-0.5,-0.985786141,3.06276E-32,5.40783E-30,2875,1,2,0,0.666666667,1.666666667,0,0
1198692,chr19,50141000,50141400,0.5,1,-0.5,-0.5,-0.985786141,3.06276E-32,5.40783E-30,2875,1,2,0,0.666666667,1,0,0
1199545,chr19,50970000,50971200,0.5,1,-0.5,-0.5,-3.329105741,2.39368E-28,3.30253E-26,1005,2,0,0.5,2.666666667,1.166666667,0.5,0
419328,chr5,140305800,140306400,0.5,1,-0.5,-0.5,-0.985786141,1.2174E-19,1.44619E-17,2875,1,1,2,1.333333333,0.333333333,0,0
645019,chr8,100125000,100126000,0.5,1,-0.5,-0.5,-0.985786141,1.2174E-19,1.44619E-17,2875,1,1,2,1.333333333,0.333333333,0,0
1069998,chr16,85246000,85246600,0,0.5,-0.5,-0.5,-5.672425342,1.2174E-19,1.44619E-17,714,2,1,2.5,0.666666667,0.333333333,0,0
1097295,chr17,35847400,35848000,0.5,1,-0.5,-0.5,-0.985786141,1.2174E-19,1.44619E-17,2875,1,1,2,1.333333333,0.333333333,0,0
